Indicador;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
Câmbio;2024-09-26;03/2026;5,3582;5,3364;0,2239;4,7;6,0;100;0
IPCA Livres;2024-09-26;03/2026;0,2968;0,3;0,0988;0,07;0,5625;42;1
IPCA Livres;2024-09-26;03/2026;0,2863;0,28;0,0884;0,07;0,5625;59;0
IPCA Serviços;2024-09-26;03/2026;0,2255;0,204;0,1369;0,01;0,6809;40;1
IPCA Serviços;2024-09-26;03/2026;0,216;0,2;0,1181;0,01;0,6809;57;0
IPCA Bens industrializados;2024-09-26;03/2026;0,213;0,22;0,1076;-0,14;0,38;39;1
IPCA Bens industrializados;2024-09-26;03/2026;0,2184;0,22;0,1032;-0,14;0,39;56;0
IPCA Alimentação no domicílio;2024-09-26;03/2026;0,603;0,6;0,2612;0,11;1,37;39;1
IPCA Alimentação no domicílio;2024-09-26;03/2026;0,5793;0,58;0,2326;0,11;1,37;55;0
IPCA Administrados;2024-09-26;03/2026;0,3471;0,32;0,1393;0,12;0,8;46;1
IPCA Administrados;2024-09-26;03/2026;0,3538;0,32;0,1526;0,12;0,84;63;0
IGP-M;2024-09-26;02/2026;0,336;0,3;0,1637;-0,19;0,74;29;1
IGP-M;2024-09-26;02/2026;0,3262;0,32;0,1473;-0,19;0,74;48;0
IPCA;2024-09-26;02/2026;0,527;0,525;0,1397;0,2;0,8572;74;1
IPCA;2024-09-26;02/2026;0,5169;0,5155;0,1278;0,2;0,8572;108;0
Câmbio;2024-09-26;02/2026;5,3444;5,3384;0,2159;4,7;5,8;55;1
Câmbio;2024-09-26;02/2026;5,3583;5,334;0,2156;4,7;6,0;100;0
IPCA Livres;2024-09-26;02/2026;0,5812;0,595;0,1326;0,3;0,89;42;1
IPCA Livres;2024-09-26;02/2026;0,5481;0,55;0,1454;0,1;0,89;59;0
IPCA Serviços;2024-09-26;02/2026;0,8655;0,845;0,206;0,3;1,32;40;1
IPCA Serviços;2024-09-26;02/2026;0,8709;0,88;0,1829;0,3;1,32;57;0
IPCA Bens industrializados;2024-09-26;02/2026;0,2698;0,26;0,1232;0,0;0,54;39;1
IPCA Bens industrializados;2024-09-26;02/2026;0,2618;0,255;0,1097;0,0;0,54;56;0
IPCA Alimentação no domicílio;2024-09-26;02/2026;0,455;0,4;0,2493;0,02;1,12;39;1
IPCA Alimentação no domicílio;2024-09-26;02/2026;0,4061;0,38;0,2318;0,0;1,12;55;0
IPCA Administrados;2024-09-26;02/2026;0,3592;0,31;0,1704;0,07;0,88;46;1
IPCA Administrados;2024-09-26;02/2026;0,352;0,31;0,1809;-0,14;0,931;63;0
IGP-M;2024-09-26;01/2026;0,3679;0,35;0,1137;0,2;0,7;33;1
IGP-M;2024-09-26;01/2026;0,3677;0,355;0,1141;0,03;0,7;56;0
IPCA;2024-09-26;01/2026;0,3895;0,4;0,11;0,0656;0,6836;74;1
IPCA;2024-09-26;01/2026;0,3869;0,39;0,0994;0,0656;0,6836;108;0
Câmbio;2024-09-26;01/2026;5,3479;5,35;0,2056;4,7;5,71;55;1
Câmbio;2024-09-26;01/2026;5,3599;5,35;0,2068;4,7;6,0;100;0
Taxa de desocupação;2024-09-26;01/2026;7,2991;7,2;0,4936;6,24;8,0;23;1
Taxa de desocupação;2024-09-26;01/2026;7,2387;7,2;0,5112;6,24;8,2;37;0
IPCA Livres;2024-09-26;01/2026;0,4061;0,41;0,0912;0,22;0,61;42;1
IPCA Livres;2024-09-26;01/2026;0,3896;0,4;0,0918;0,2;0,61;59;0
IPCA Serviços;2024-09-26;01/2026;0,3232;0,36;0,141;0,02;0,62;40;1
IPCA Serviços;2024-09-26;01/2026;0,3192;0,33;0,1241;0,02;0,62;57;0
IPCA Bens industrializados;2024-09-26;01/2026;0,2512;0,25;0,105;0,07;0,53;39;1
IPCA Bens industrializados;2024-09-26;01/2026;0,2424;0,25;0,1065;-0,0239;0,53;55;0
IPCA Alimentação no domicílio;2024-09-26;01/2026;0,8102;0,85;0,3352;0,22;1,81;39;1
IPCA Alimentação no domicílio;2024-09-26;01/2026;0,7455;0,76;0,3321;0,0;1,81;56;0
IPCA Administrados;2024-09-26;01/2026;0,3387;0,355;0,1559;-0,12;0,68;46;1
IPCA Administrados;2024-09-26;01/2026;0,3327;0,35;0,1637;-0,27;0,68;63;0
IGP-M;2024-09-26;12/2025;0,3626;0,38;0,2022;-0,2533;0,7913;37;1
IGP-M;2024-09-26;12/2025;0,3648;0,3765;0,1815;-0,2533;0,98;67;0
IPCA;2024-09-26;12/2025;0,4862;0,4963;0,1255;-0,0794;0,8373;92;1
IPCA;2024-09-26;12/2025;0,4675;0,47;0,1214;-0,0794;0,8373;136;0
Câmbio;2024-09-26;12/2025;5,366;5,3954;0,1873;4,7;5,7;64;1
Câmbio;2024-09-26;12/2025;5,3637;5,35;0,1955;4,7;6,0;123;0
Taxa de desocupação;2024-09-26;12/2025;7,1633;7,1;0,6279;6,0;8,9;35;1
Taxa de desocupação;2024-09-26;12/2025;7,0998;7,0888;0,62;5,9;8,9;63;0
IPCA Livres;2024-09-26;12/2025;0,5904;0,6;0,1545;0,2626;1,0512;53;1
IPCA Livres;2024-09-26;12/2025;0,55;0,57;0,1898;-0,3386;1,0512;80;0
IPCA Serviços;2024-09-26;12/2025;0,6145;0,6101;0,192;0,2286;1,2052;50;1
IPCA Serviços;2024-09-26;12/2025;0,5594;0,5861;0,3266;-1,8457;1,2052;78;0
IPCA Bens industrializados;2024-09-26;12/2025;0,4166;0,41;0,1767;0,0004;0,9166;49;1
IPCA Bens industrializados;2024-09-26;12/2025;0,3979;0,4;0,1629;0,0004;0,9166;75;0
IPCA Alimentação no domicílio;2024-09-26;12/2025;0,7587;0,73;0,2068;0,26;1,38;49;1
IPCA Alimentação no domicílio;2024-09-26;12/2025;0,7341;0,7229;0,2191;0,2247;1,38;74;0
IPCA Administrados;2024-09-26;12/2025;0,2487;0,2598;0,1737;-0,58;0,6376;58;1
IPCA Administrados;2024-09-26;12/2025;0,2439;0,26;0,1578;-0,58;0,6376;84;0
IGP-M;2024-09-26;11/2025;0,3715;0,35;0,1231;0,15;0,66;37;1
IGP-M;2024-09-26;11/2025;0,3882;0,35;0,1652;0,15;1,29;67;0
IPCA;2024-09-26;11/2025;0,2795;0,28;0,0833;0,0;0,468;92;1
IPCA;2024-09-26;11/2025;0,2811;0,28;0,0821;0,0;0,48;136;0
Câmbio;2024-09-26;11/2025;5,3533;5,39;0,1937;4,7;5,7;59;1
Câmbio;2024-09-26;11/2025;5,354;5,3694;0,1945;4,7;5,85;110;0
Taxa de desocupação;2024-09-26;11/2025;7,1573;7,1;0,5667;6,0;8,7;31;1
Taxa de desocupação;2024-09-26;11/2025;7,049;7,0;0,5494;6,0;8,7;54;0
IPCA Livres;2024-09-26;11/2025;0,2678;0,28;0,0787;0,0992;0,42;53;1
IPCA Livres;2024-09-26;11/2025;0,2662;0,27;0,0718;0,0992;0,42;80;0
IPCA Serviços;2024-09-26;11/2025;0,308;0,31;0,0923;0,1;0,57;50;1
IPCA Serviços;2024-09-26;11/2025;0,3008;0,3;0,0961;0,06;0,6;78;0
IPCA Bens industrializados;2024-09-26;11/2025;0,0411;0,04;0,1717;-0,3;0,39;49;1
IPCA Bens industrializados;2024-09-26;11/2025;0,0579;0,06;0,1609;-0,3;0,39;75;0
IPCA Alimentação no domicílio;2024-09-26;11/2025;0,5047;0,5;0,1509;0,1809;0,85;49;1
IPCA Alimentação no domicílio;2024-09-26;11/2025;0,503;0,5;0,156;0,02;0,85;74;0
IPCA Administrados;2024-09-26;11/2025;0,3171;0,325;0,1753;-0,33;0,71;58;1
IPCA Administrados;2024-09-26;11/2025;0,3006;0,31;0,1878;-0,57;0,71;84;0
IGP-M;2024-09-26;10/2025;0,4006;0,3864;0,1047;0,2;0,6;37;1
IGP-M;2024-09-26;10/2025;0,4153;0,38;0,18;0,0712;1,55;67;0
IPCA;2024-09-26;10/2025;0,3465;0,35;0,0713;0,16;0,5;92;1
IPCA;2024-09-26;10/2025;0,3391;0,3359;0,0706;0,16;0,51;137;0
Câmbio;2024-09-26;10/2025;5,354;5,38;0,1885;4,7;5,7;59;1
Câmbio;2024-09-26;10/2025;5,3532;5,35;0,1861;4,7;5,8;112;0
Taxa de desocupação;2024-09-26;10/2025;7,2089;7,2;0,5275;6,22;8,6;31;1
Taxa de desocupação;2024-09-26;10/2025;7,1318;7,07;0,5385;6,0;8,6;56;0
IPCA Livres;2024-09-26;10/2025;0,3808;0,37;0,0845;0,24;0,6;53;1
IPCA Livres;2024-09-26;10/2025;0,3737;0,36;0,0876;0,2;0,62;80;0
IPCA Serviços;2024-09-26;10/2025;0,3738;0,355;0,1136;0,1;0,72;50;1
IPCA Serviços;2024-09-26;10/2025;0,3798;0,355;0,1136;0,1;0,72;78;0
IPCA Bens industrializados;2024-09-26;10/2025;0,3217;0,32;0,1023;0,02;0,57;49;1
IPCA Bens industrializados;2024-09-26;10/2025;0,3153;0,31;0,1045;0,02;0,59;75;0
IPCA Alimentação no domicílio;2024-09-26;10/2025;0,4671;0,47;0,174;0,0;0,94;49;1
IPCA Alimentação no domicílio;2024-09-26;10/2025;0,4649;0,455;0,1698;0,0;0,94;74;0
IPCA Administrados;2024-09-26;10/2025;0,2219;0,2405;0,1519;-0,5;0,48;58;1
IPCA Administrados;2024-09-26;10/2025;0,2284;0,2455;0,1388;-0,5;0,48;84;0
IGP-M;2024-09-26;09/2025;0,3911;0,37;0,1066;0,2;0,7;37;1
IGP-M;2024-09-26;09/2025;0,3991;0,35;0,162;0,1311;1,28;67;0
IPCA;2024-09-26;09/2025;0,2603;0,25;0,0855;-0,1987;0,5;92;1
IPCA;2024-09-26;09/2025;0,2612;0,25;0,079;-0,1987;0,5;137;0
Câmbio;2024-09-26;09/2025;5,349;5,3594;0,1872;4,7;5,69;59;1
Câmbio;2024-09-26;09/2025;5,3494;5,35;0,1851;4,7;5,8;112;0
Taxa de desocupação;2024-09-26;09/2025;7,256;7,4;0,4943;6,21;8,5;31;1
Taxa de desocupação;2024-09-26;09/2025;7,1747;7,1;0,5093;6,1;8,5;56;0
IPCA Livres;2024-09-26;09/2025;0,2545;0,25;0,0728;0,11;0,55;53;1
IPCA Livres;2024-09-26;09/2025;0,2625;0,25;0,0765;0,11;0,55;80;0
IPCA Serviços;2024-09-26;09/2025;0,3572;0,36;0,105;0,0388;0,68;50;1
IPCA Serviços;2024-09-26;09/2025;0,3654;0,37;0,099;0,0388;0,68;78;0
IPCA Bens industrializados;2024-09-26;09/2025;0,1818;0,18;0,0777;0,0;0,31;49;1
IPCA Bens industrializados;2024-09-26;09/2025;0,1862;0,19;0,0718;0,0;0,33;75;0
IPCA Alimentação no domicílio;2024-09-26;09/2025;0,0572;0,07;0,2441;-0,4317;0,88;49;1
IPCA Alimentação no domicílio;2024-09-26;09/2025;0,0901;0,09;0,2534;-0,4317;1,21;74;0
IPCA Administrados;2024-09-26;09/2025;0,2806;0,24;0,1546;0,08;0,96;58;1
IPCA Administrados;2024-09-26;09/2025;0,2691;0,2475;0,1427;-0,17;0,96;84;0
IGP-M;2024-09-26;08/2025;0,2596;0,25;0,1066;-0,01;0,56;38;1
IGP-M;2024-09-26;08/2025;0,2547;0,2581;0,111;-0,01;0,56;68;0
IPCA;2024-09-26;08/2025;0,1601;0,15;0,0839;-0,1047;0,46;92;1
IPCA;2024-09-26;08/2025;0,173;0,16;0,0865;-0,1047;0,51;137;0
Câmbio;2024-09-26;08/2025;5,3456;5,35;0,1818;4,75;5,68;59;1
Câmbio;2024-09-26;08/2025;5,3489;5,35;0,1763;4,75;5,8;112;0
Taxa de desocupação;2024-09-26;08/2025;7,26;7,4;0,4723;6,2;8,4;31;1
Taxa de desocupação;2024-09-26;08/2025;7,1893;7,2;0,4802;6,1;8,4;56;0
IPCA Livres;2024-09-26;08/2025;0,1289;0,13;0,0828;-0,1428;0,31;53;1
IPCA Livres;2024-09-26;08/2025;0,133;0,13;0,0825;-0,1428;0,31;81;0
IPCA Serviços;2024-09-26;08/2025;0,2013;0,2;0,1305;-0,4004;0,5;50;1
IPCA Serviços;2024-09-26;08/2025;0,2024;0,2;0,1221;-0,4004;0,5;79;0
IPCA Bens industrializados;2024-09-26;08/2025;0,2301;0,21;0,0742;0,06;0,44;49;1
IPCA Bens industrializados;2024-09-26;08/2025;0,2212;0,21;0,0693;0,06;0,44;76;0
IPCA Alimentação no domicílio;2024-09-26;08/2025;-0,1752;-0,17;0,2808;-0,77;0,74;49;1
IPCA Alimentação no domicílio;2024-09-26;08/2025;-0,1401;-0,13;0,2682;-0,77;0,74;75;0
IPCA Administrados;2024-09-26;08/2025;0,2382;0,21;0,1564;-0,12;0,89;58;1
IPCA Administrados;2024-09-26;08/2025;0,2574;0,235;0,1657;-0,12;1,07;84;0
IGP-M;2024-09-26;07/2025;0,2221;0,22;0,1217;-0,1;0,61;38;1
IGP-M;2024-09-26;07/2025;0,2145;0,2278;0,1215;-0,1;0,61;68;0
IPCA;2024-09-26;07/2025;0,222;0,21;0,0847;-0,1;0,46;92;1
IPCA;2024-09-26;07/2025;0,226;0,21;0,087;-0,1;0,53;137;0
Câmbio;2024-09-26;07/2025;5,3404;5,35;0,1796;4,75;5,67;59;1
Câmbio;2024-09-26;07/2025;5,3445;5,3366;0,1736;4,75;5,8;112;0
Taxa de desocupação;2024-09-26;07/2025;7,2394;7,3;0,4432;6,2;8,2;31;1
Taxa de desocupação;2024-09-26;07/2025;7,1812;7,2;0,4593;6,1;8,2;56;0
IPCA Livres;2024-09-26;07/2025;0,1817;0,18;0,0875;-0,01;0,45;53;1
IPCA Livres;2024-09-26;07/2025;0,1873;0,18;0,0858;-0,01;0,45;81;0
IPCA Serviços;2024-09-26;07/2025;0,4105;0,39;0,1186;0,1;0,75;50;1
IPCA Serviços;2024-09-26;07/2025;0,4144;0,4;0,1109;0,1;0,75;79;0
IPCA Bens industrializados;2024-09-26;07/2025;0,0878;0,07;0,1201;-0,12;0,5;49;1
IPCA Bens industrializados;2024-09-26;07/2025;0,0855;0,07;0,1106;-0,16;0,5;76;0
IPCA Alimentação no domicílio;2024-09-26;07/2025;-0,1571;-0,14;0,3188;-1,51;0,33;49;1
IPCA Alimentação no domicílio;2024-09-26;07/2025;-0,1244;-0,11;0,2911;-1,51;0,33;75;0
IPCA Administrados;2024-09-26;07/2025;0,3326;0,33;0,1958;-0,38;1,08;59;1
IPCA Administrados;2024-09-26;07/2025;0,3463;0,33;0,1801;-0,38;1,08;85;0
IGP-M;2024-09-26;06/2025;0,2644;0,2735;0,1224;-0,1;0,54;38;1
IGP-M;2024-09-26;06/2025;0,259;0,25;0,1548;-0,5;0,69;69;0
IPCA;2024-09-26;06/2025;0,2254;0,22;0,0916;-0,0924;0,5208;92;1
IPCA;2024-09-26;06/2025;0,2275;0,22;0,0866;-0,0924;0,5208;137;0
Câmbio;2024-09-26;06/2025;5,3425;5,35;0,1729;4,8;5,66;59;1
Câmbio;2024-09-26;06/2025;5,3455;5,35;0,1657;4,8;5,75;112;0
Taxa de desocupação;2024-09-26;06/2025;7,2237;7,3;0,4261;6,19;8,1;31;1
Taxa de desocupação;2024-09-26;06/2025;7,1802;7,2;0,4565;6,1;8,2;56;0
IPCA Livres;2024-09-26;06/2025;0,196;0,2;0,0997;-0,1844;0,39;53;1
IPCA Livres;2024-09-26;06/2025;0,2036;0,2;0,0883;-0,1844;0,39;81;0
IPCA Serviços;2024-09-26;06/2025;0,3478;0,36;0,1392;-0,2235;0,63;50;1
IPCA Serviços;2024-09-26;06/2025;0,3457;0,35;0,124;-0,2235;0,63;79;0
IPCA Bens industrializados;2024-09-26;06/2025;0,1361;0,15;0,1027;-0,13;0,4;49;1
IPCA Bens industrializados;2024-09-26;06/2025;0,142;0,15;0,0916;-0,13;0,4;76;0
IPCA Alimentação no domicílio;2024-09-26;06/2025;0,0132;0,1;0,2819;-0,61;0,5;49;1
IPCA Alimentação no domicílio;2024-09-26;06/2025;0,03;0,1;0,2463;-0,61;0,5;75;0
IPCA Administrados;2024-09-26;06/2025;0,2896;0,29;0,1342;0,02;0,73;59;1
IPCA Administrados;2024-09-26;06/2025;0,2923;0,2976;0,1419;-0,2712;0,73;85;0
IGP-M;2024-09-26;05/2025;0,259;0,275;0,1213;-0,01;0,47;38;1
IGP-M;2024-09-26;05/2025;0,2502;0,27;0,1815;-0,8;0,7797;69;0
IPCA;2024-09-26;05/2025;0,2659;0,25;0,0891;0,04;0,5716;93;1
IPCA;2024-09-26;05/2025;0,2687;0,25;0,083;0,04;0,5716;138;0
Câmbio;2024-09-26;05/2025;5,3428;5,34;0,17;4,8;5,65;59;1
Câmbio;2024-09-26;05/2025;5,3471;5,34;0,1623;4,8;5,7;112;0
Taxa de desocupação;2024-09-26;05/2025;7,2399;7,2;0,4214;6,17;8,0;31;1
Taxa de desocupação;2024-09-26;05/2025;7,2305;7,2;0,4695;6,17;8,3;56;0
IPCA Livres;2024-09-26;05/2025;0,2008;0,2;0,0949;-0,02;0,43;53;1
IPCA Livres;2024-09-26;05/2025;0,2049;0,2;0,0935;-0,02;0,4965;81;0
IPCA Serviços;2024-09-26;05/2025;0,1509;0,155;0,1332;-0,19;0,42;50;1
IPCA Serviços;2024-09-26;05/2025;0,1521;0,14;0,1361;-0,19;0,5;79;0
IPCA Bens industrializados;2024-09-26;05/2025;0,2784;0,28;0,0826;0,03;0,54;49;1
IPCA Bens industrializados;2024-09-26;05/2025;0,2806;0,28;0,0814;0,03;0,54;76;0
IPCA Alimentação no domicílio;2024-09-26;05/2025;0,2038;0,2;0,2088;-0,31;0,67;49;1
IPCA Alimentação no domicílio;2024-09-26;05/2025;0,1943;0,2;0,2007;-0,33;0,67;75;0
IPCA Administrados;2024-09-26;05/2025;0,4466;0,44;0,1213;0,1995;0,77;59;1
IPCA Administrados;2024-09-26;05/2025;0,4436;0,44;0,1328;0,0997;0,96;85;0
IGP-M;2024-09-26;04/2025;0,3166;0,3;0,119;0,1;0,7;38;1
IGP-M;2024-09-26;04/2025;0,3034;0,3;0,1434;-0,33;0,7;69;0
IPCA;2024-09-26;04/2025;0,3736;0,37;0,0786;0,21;0,61;93;1
IPCA;2024-09-26;04/2025;0,3678;0,3595;0,0739;0,2;0,61;138;0
Câmbio;2024-09-26;04/2025;5,342;5,35;0,1707;4,8;5,64;59;1
Câmbio;2024-09-26;04/2025;5,3469;5,3445;0,161;4,8;5,65;112;0
Taxa de desocupação;2024-09-26;04/2025;7,2983;7,2344;0,4451;6,14;8,1;31;1
Taxa de desocupação;2024-09-26;04/2025;7,2925;7,2172;0,458;6,14;8,2;56;0
IPCA Livres;2024-09-26;04/2025;0,346;0,34;0,0726;0,23;0,58;53;1
IPCA Livres;2024-09-26;04/2025;0,3503;0,34;0,0715;0,23;0,58;81;0
IPCA Serviços;2024-09-26;04/2025;0,2998;0,295;0,1199;0,0;0,5997;50;1
IPCA Serviços;2024-09-26;04/2025;0,3029;0,3;0,1064;0,0;0,5997;79;0
IPCA Bens industrializados;2024-09-26;04/2025;0,2409;0,24;0,0862;0,08;0,47;49;1
IPCA Bens industrializados;2024-09-26;04/2025;0,2422;0,24;0,0768;0,08;0,47;76;0
IPCA Alimentação no domicílio;2024-09-26;04/2025;0,5985;0,6;0,2326;0,2;1,33;49;1
IPCA Alimentação no domicílio;2024-09-26;04/2025;0,6019;0,6;0,2421;0,2;1,37;75;0
IPCA Administrados;2024-09-26;04/2025;0,4456;0,45;0,1642;0,02;0,8764;59;1
IPCA Administrados;2024-09-26;04/2025;0,4407;0,45;0,1535;0,02;0,8764;85;0
IGP-M;2024-09-26;03/2025;0,3562;0,35;0,128;0,16;0,85;39;1
IGP-M;2024-09-26;03/2025;0,3568;0,35;0,1255;0,1131;0,85;70;0
IPCA;2024-09-26;03/2025;0,3382;0,33;0,0741;0,11;0,5;93;1
IPCA;2024-09-26;03/2025;0,3402;0,3325;0,071;0,11;0,55;138;0
Câmbio;2024-09-26;03/2025;5,3472;5,35;0,1681;4,88;5,63;60;1
Câmbio;2024-09-26;03/2025;5,352;5,35;0,153;4,88;5,64;113;0
Taxa de desocupação;2024-09-26;03/2025;7,364;7,3;0,4821;6,12;8,2;31;1
Taxa de desocupação;2024-09-26;03/2025;7,3616;7,3;0,4855;6,12;8,3;56;0
IPCA Livres;2024-09-26;03/2025;0,3166;0,31;0,0912;0,01;0,5;53;1
IPCA Livres;2024-09-26;03/2025;0,3195;0,31;0,0867;0,01;0,51;81;0
IPCA Serviços;2024-09-26;03/2025;0,2323;0,2365;0,1089;0,01;0,55;50;1
IPCA Serviços;2024-09-26;03/2025;0,2413;0,23;0,1088;0,01;0,56;79;0
IPCA Bens industrializados;2024-09-26;03/2025;0,2243;0,24;0,0939;-0,14;0,4;49;1
IPCA Bens industrializados;2024-09-26;03/2025;0,2317;0,24;0,0896;-0,14;0,4;76;0
IPCA Alimentação no domicílio;2024-09-26;03/2025;0,6929;0,6466;0,2951;-0,026;1,55;49;1
IPCA Alimentação no domicílio;2024-09-26;03/2025;0,653;0,6466;0,2782;-0,026;1,55;75;0
IPCA Administrados;2024-09-26;03/2025;0,3655;0,31;0,1767;0,18;1,04;60;1
IPCA Administrados;2024-09-26;03/2025;0,3511;0,315;0,1703;-0,13;1,04;86;0
IGP-M;2024-09-26;02/2025;0,3334;0,33;0,1425;0,08;0,7201;39;1
IGP-M;2024-09-26;02/2025;0,3332;0,33;0,1331;0,08;0,7201;70;0
IPCA;2024-09-26;02/2025;0,5605;0,56;0,1074;0,32;0,8858;93;1
IPCA;2024-09-26;02/2025;0,5596;0,557;0,1083;0,26;0,8858;138;0
Câmbio;2024-09-26;02/2025;5,3554;5,3875;0,1624;4,9;5,62;60;1
Câmbio;2024-09-26;02/2025;5,3611;5,375;0,145;4,9;5,64;113;0
Taxa de desocupação;2024-09-26;02/2025;7,1495;7,1;0,4042;6,17;8,0;31;1
Taxa de desocupação;2024-09-26;02/2025;7,1616;7,1;0,4127;6,17;8,3;56;0
IPCA Livres;2024-09-26;02/2025;0,6336;0,65;0,1248;0,25;0,863;53;1
IPCA Livres;2024-09-26;02/2025;0,6285;0,644;0,1322;0,25;0,89;81;0
IPCA Serviços;2024-09-26;02/2025;0,97;1,0;0,213;0,26;1,281;51;1
IPCA Serviços;2024-09-26;02/2025;0,9699;1,0;0,2053;0,26;1,3;80;0
IPCA Bens industrializados;2024-09-26;02/2025;0,2649;0,255;0,1068;0,0;0,51;50;1
IPCA Bens industrializados;2024-09-26;02/2025;0,2675;0,25;0,1081;0,0;0,56;77;0
IPCA Alimentação no domicílio;2024-09-26;02/2025;0,4586;0,385;0,2918;-0,16;1,17;50;1
IPCA Alimentação no domicílio;2024-09-26;02/2025;0,4276;0,3742;0,2761;-0,2743;1,17;76;0
IPCA Administrados;2024-09-26;02/2025;0,3046;0,305;0,1798;-0,29;0,88;60;1
IPCA Administrados;2024-09-26;02/2025;0,3162;0,31;0,1796;-0,29;1,1069;86;0
IGP-M;2024-09-26;01/2025;0,3719;0,37;0,09;0,17;0,642;39;1
IGP-M;2024-09-26;01/2025;0,3692;0,38;0,1254;-0,3;0,642;70;0
IPCA;2024-09-26;01/2025;0,4055;0,41;0,0943;0,0826;0,6;93;1
IPCA;2024-09-26;01/2025;0,4109;0,42;0,0892;0,0826;0,6;138;0
Câmbio;2024-09-26;01/2025;5,3619;5,39;0,1542;5,0;5,61;60;1
Câmbio;2024-09-26;01/2025;5,3694;5,38;0,1377;5,0;5,64;113;0
Taxa de desocupação;2024-09-26;01/2025;6,9385;6,9988;0,3873;6,22;8,0;31;1
Taxa de desocupação;2024-09-26;01/2025;6,9463;6,9494;0,3955;6,22;8,2;56;0
IPCA Livres;2024-09-26;01/2025;0,4319;0,44;0,0898;0,23;0,66;53;1
IPCA Livres;2024-09-26;01/2025;0,437;0,45;0,1038;0,21;0,71;81;0
IPCA Serviços;2024-09-26;01/2025;0,3458;0,36;0,1429;0,02;0,65;51;1
IPCA Serviços;2024-09-26;01/2025;0,3552;0,37;0,1356;0,02;0,69;80;0
IPCA Bens industrializados;2024-09-26;01/2025;0,2389;0,22;0,1028;0,05;0,5;50;1
IPCA Bens industrializados;2024-09-26;01/2025;0,2418;0,24;0,1171;-0,14;0,5;77;0
IPCA Alimentação no domicílio;2024-09-26;01/2025;0,9068;0,9;0,2984;0,218;1,81;50;1
IPCA Alimentação no domicílio;2024-09-26;01/2025;0,8846;0,89;0,3307;0,2;1,86;76;0
IPCA Administrados;2024-09-26;01/2025;0,2616;0,3;0,1978;-0,46;0,71;60;1
IPCA Administrados;2024-09-26;01/2025;0,2695;0,3188;0,19;-0,46;0,71;86;0
IGP-M;2024-09-26;12/2024;0,4122;0,4153;0,2217;-0,5806;0,9;41;1
IGP-M;2024-09-26;12/2024;0,425;0,4153;0,1816;-0,5806;0,9;75;0
IPCA;2024-09-26;12/2024;0,5154;0,4585;0,2342;0,07;1,2;100;1
IPCA;2024-09-26;12/2024;0,4938;0,45;0,2043;0,07;1,2;145;0
Câmbio;2024-09-26;12/2024;5,3849;5,4;0,1429;5,0;5,6;64;1
Câmbio;2024-09-26;12/2024;5,3903;5,4;0,1315;5,0;5,75;124;0
Taxa de desocupação;2024-09-26;12/2024;6,6599;6,6;0,4576;5,8;7,8;35;1
Taxa de desocupação;2024-09-26;12/2024;6,6584;6,6;0,4367;5,8;7,9;63;0
IPCA Livres;2024-09-26;12/2024;0,6163;0,64;0,1508;-0,1137;0,9;59;1
IPCA Livres;2024-09-26;12/2024;0,6168;0,64;0,139;-0,1137;0,9;89;0
IPCA Serviços;2024-09-26;12/2024;0,6462;0,65;0,1804;0,1;1,03;57;1
IPCA Serviços;2024-09-26;12/2024;0,6511;0,67;0,1587;0,1;1,03;88;0
IPCA Bens industrializados;2024-09-26;12/2024;0,4572;0,45;0,1341;0,12;0,81;56;1
IPCA Bens industrializados;2024-09-26;12/2024;0,4631;0,46;0,1335;0,12;0,81;85;0
IPCA Alimentação no domicílio;2024-09-26;12/2024;0,8623;0,81;0,3845;0,2816;2,9214;57;1
IPCA Alimentação no domicílio;2024-09-26;12/2024;0,844;0,79;0,3472;0,2816;2,9214;85;0
IPCA Administrados;2024-09-26;12/2024;0,2817;0,0652;0,9306;-1,2329;2,51;66;1
IPCA Administrados;2024-09-26;12/2024;0,174;0,0066;0,8139;-1,2329;2,51;94;0
IGP-M;2024-09-26;11/2024;0,4006;0,42;0,1375;0,1;0,75;41;1
IGP-M;2024-09-26;11/2024;0,419;0,43;0,13;0,1;0,87;75;0
IPCA;2024-09-26;11/2024;0,132;0,21;0,2239;-0,7;0,49;100;1
IPCA;2024-09-26;11/2024;0,1673;0,22;0,2048;-0,7;0,5985;145;0
Câmbio;2024-09-26;11/2024;5,4127;5,4221;0,1163;5,0;5,58;62;1
Câmbio;2024-09-26;11/2024;5,4193;5,4131;0,1115;5,0;5,7;116;0
Taxa de desocupação;2024-09-26;11/2024;6,677;6,55;0,3956;6,0;7,7;32;1
Taxa de desocupação;2024-09-26;11/2024;6,6678;6,6;0,3708;6,0;7,7;57;0
IPCA Livres;2024-09-26;11/2024;0,3518;0,36;0,0979;0,11;0,59;59;1
IPCA Livres;2024-09-26;11/2024;0,345;0,34;0,0974;0,11;0,62;89;0
IPCA Serviços;2024-09-26;11/2024;0,3887;0,39;0,1034;0,1187;0,74;57;1
IPCA Serviços;2024-09-26;11/2024;0,3815;0,3782;0,0966;0,1187;0,74;88;0
IPCA Bens industrializados;2024-09-26;11/2024;0,1922;0,185;0,2067;-0,34;0,84;56;1
IPCA Bens industrializados;2024-09-26;11/2024;0,1782;0,17;0,1914;-0,34;0,84;85;0
