;Unnamed: 0;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais
1518;1518;2017-10-01;VISA;Crédito;Básico Internacional;15606869;10826227;197147702;17968743899,84;2894125;301227600,61
1519;1519;2012-01-01;MasterCard;Débito;Premium;135841;66597;650253;57173161,42;8162;2459241,17
1520;1520;2013-01-01;VISA;Débito;Empresarial;1256923;529243;7632585;853477402,71;1;596,31
1521;1521;2019-07-01;Elo;Débito;Básico Internacional;28249314;8863882;230093358;12146675923,27;0;0,0
1522;1522;2019-04-01;Bandeira própria;Débito;Outros;1398725;389630;4110880;254159855,69;0;0,0
1523;1523;2017-07-01;MasterCard;Débito;Intermediário;432995;257204;6589951;492974178,34;1099;277795,57
1524;1524;2017-01-01;Elo;Débito;Básico Internacional;21331290;5080759;113408802;5976099638,44;0;0,0
1525;1525;2020-07-01;VISA;Crédito;Intermediário;11692841;8266059;181358075;23371465401,68;604884;124103856,14
1526;1526;2015-07-01;MasterCard;Crédito;Premium;569464;429745;22104783;4290556187,86;1265114;626891134,81
1527;1527;2024-01-01;VISA;Pré-Pago;Corporativo;1745374;177742;4640200;654885089,16;443244;117508507,77
1528;1528;2019-04-01;VISA;Crédito;Básico Nacional;32583505;12195310;171759924;13563839651,48;216155;19319987,18
1529;1529;2018-01-01;VISA;Débito;Básico Nacional;4970326;2719682;59597009;3916227304,88;222;28907,86
1530;1530;2023-10-01;American Express;Crédito;Empresarial;27676;18805;599444;415304191,61;29814;43456958,04
1531;1531;2021-07-01;VISA;Crédito;Básico Nacional;24850699;11548224;202735368;17618179186,04;169010;24333009,22
1532;1532;2019-04-01;Outras;Crédito;Intermediário;40053;6850;74924;10468321,91;277;96291,34
1533;1533;2014-07-01;MasterCard;Crédito;Empresarial;1031740;495164;7450495;1933719532,63;325559;115584502,85
1534;1534;2023-07-01;MasterCard;Débito;Corporativo;252;126;82099;7631401,28;5;2404,47
1535;1535;2020-07-01;VISA;Crédito;Platinum;6085389;4483316;169201524;24959474876,87;1158730;346357154,77
1536;1536;2023-10-01;Elo;Crédito;Outros;297174;242376;13394331;3077462141,47;43361;23693270,18
1537;1537;2013-01-01;VISA;Crédito;Básico Internacional;17684734;8981162;137123956;12548757524,54;2898575;330139492,91
1538;1538;2024-01-01;VISA;Crédito;Platinum;9711714;7088327;303181918;45924952938,75;2405757;817036846,86
1539;1539;2020-10-01;Elo;Crédito;Básico Internacional;4977060;2483083;37094650;5010227732,14;28400;12880518,93
1540;1540;2013-07-01;VISA;Crédito;Básico Internacional;18284008;8962582;154159571;13679854303,68;3562400;367093630,39
1541;1541;2016-07-01;Bandeira própria;Pré-Pago;Outros;84635;31325;269524;20306524,32;0;0,0
1542;1542;2023-10-01;MasterCard;Crédito;Empresarial;6578495;3006795;53046815;15908907552,02;793366;472538371,6
1543;1543;2013-01-01;Diners Club;Crédito;Intermediário;361847;265249;3511579;614379523,11;121372;41810094,86
1544;1544;2015-01-01;Elo;Débito;Outros;30083571;9561559;81651515;4574974748,76;0;0,0
1545;1545;2018-07-01;MasterCard;Débito;Básico Nacional;991057;539598;12325126;795245325,87;22;5688,6
1546;1546;2024-04-01;MasterCard;Débito;Platinum;1153309;490131;14819123;1055369308,83;4557;2067212,05
1547;1547;2013-07-01;American Express;Crédito;Outros;33;26;1685;103462,38;45;10368,21
1548;1548;2020-04-01;Outras;Débito;Outros;3509859;1862045;34184812;3116665317,26;0;0,0
1549;1549;2019-07-01;American Express;Crédito;Empresarial;20762;14482;538493;232112722,97;29058;27240356,59
1550;1550;2013-01-01;Bandeira própria;Débito;Outros;1482542;348468;1602532;101198121,09;0;0,0
1551;1551;2023-04-01;MasterCard;Crédito;Premium;5151620;3837672;292692121;56986670943,11;6046122;3327167296,12
1552;1552;2020-01-01;VISA;Pré-Pago;Outros;3037196;1009874;18116592;960707854,2;166127;30284452,0
1553;1553;2016-10-01;American Express;Crédito;Empresarial;61144;21676;809264;215925919,49;39878;23773066,83
1554;1554;2011-07-01;VISA;Crédito;Intermediário;7119672;4766562;92051281;11245541904,84;3894260;770550912,1
1555;1555;2023-07-01;VISA;Débito;Outros;2639;437;19538;878471,81;0;0,0
1556;1556;2017-04-01;VISA;Débito;Básico Internacional;109780124;28193844;514893542;32568743363,1;121973;12509981,44
1557;1557;2023-01-01;MasterCard;Crédito;Premium;4657868;3819114;253850167;50304474324,15;5324485;3089543136,06
1558;1558;2013-10-01;Cheque Eletrônico;Débito;Outros;2346044;508758;9691;2178415,99;0;0,0
1559;1559;2021-01-01;Elo;Crédito;Empresarial;485868;245878;4905861;1171420945,35;8118;2400956,24
1560;1560;2021-10-01;MasterCard;Crédito;Intermediário;88927582;58155459;1096623143;111344051277,02;4118862;585075782,62
1561;1561;2012-10-01;VISA;Débito;Intermediário;1413949;702831;15466572;1143703503,39;2;152,14
1562;1562;2024-04-01;Elo;Pré-Pago;Básico Internacional;40379133;1650602;13423056;862957325,18;5373;1220877,3
1563;1563;2015-07-01;Hipercard;Crédito;Básico Nacional;7775603;4627496;55824374;6806131966,75;0;0,0
1564;1564;2024-04-01;MasterCard;Débito;Empresarial;2024059;450298;15759342;1016953222,91;64;27605,41
1565;1565;2024-01-01;Elo;Crédito;Outros;284011;236047;12953917;3013179063,94;40987;24436979,98
1566;1566;2011-10-01;Outras;Crédito;Outros;2280762;288274;769945;136306166,33;10;1039,19
1567;1567;2017-01-01;MasterCard;Débito;Intermediário;495330;256533;6542741;499029846,47;1098;295551,23
1568;1568;2017-10-01;MasterCard;Débito;Platinum;875268;501647;12439430;1015102388,56;6189;2296622,15
1569;1569;2023-01-01;MasterCard;Débito;Outros;772250;257001;4210948;200069387,23;1114;479701,52
1570;1570;2016-04-01;MasterCard;Crédito;Corporativo;50828;27383;1081113;400229074,2;72264;53990336,62
1571;1571;2024-04-01;MasterCard;Pré-Pago;Premium;503101;196710;6165254;394859692,91;0;0,0
1572;1572;2023-04-01;VISA;Débito;Básico Nacional;84468354;26068815;570438795;36004680781,96;3997;403738,12
1573;1573;2023-10-01;MasterCard;Crédito;Corporativo;4113708;1428870;25891685;4043531739,12;360411;340666409,21
1574;1574;2013-01-01;Diners Club;Crédito;Empresarial;1037;457;6601;1346269,27;307;172111,7
1575;1575;2022-01-01;MasterCard;Pré-Pago;Básico Nacional;261944;192244;1100579;109119543,01;6168;585225,27
1576;1576;2021-01-01;American Express;Crédito;Corporativo;89385;66726;753607;319356055,68;27275;58940452,93
1577;1577;2021-01-01;Elo;Pré-Pago;Outros;168028;24377;255527;18631510,34;40;2297,93
1578;1578;2021-04-01;VISA;Débito;Premium;581284;301077;7688276;866000587,2;54;23898,33
1579;1579;2014-10-01;MasterCard;Crédito;Platinum;4931150;3098654;89811183;13280672123,82;3688522;878780377,35
1580;1580;2014-07-01;American Express;Crédito;Corporativo;154658;86442;2251270;1369552660,7;220076;154164854,0
1581;1581;2019-01-01;Elo;Débito;Básico Nacional;11515179;5187788;96443720;5867665601,0;0;0,0
1582;1582;2011-01-01;VISA;Crédito;Outros;2642095;1266256;7929726;679370298,15;36065;6678647,56
1583;1583;2015-07-01;VISA;Crédito;Corporativo;496382;252297;4069645;1335352224,74;271728;158823546,56
1584;1584;2014-01-01;American Express;Crédito;Platinum;625418;380372;12296740;1980103007,71;1045755;520048136,1
1585;1585;2015-04-01;MasterCard;Débito;Empresarial;416532;116851;1772768;235837667,06;482;247156,63
1586;1586;2022-04-01;VISA;Crédito;Básico Nacional;24444950;11859458;221326338;20671800811,73;231278;40881132,23
1587;1587;2012-07-01;VISA;Débito;Empresarial;1197872;489536;7086193;775095752,57;0;0,0
1588;1588;2017-01-01;VISA;Débito;Premium;309623;178051;4428412;458611611,8;598;170501,32
1589;1589;2021-07-01;VISA;Crédito;Básico Internacional;27216887;14456258;248980897;25236358811,48;640495;111038734,73
1590;1590;2012-01-01;MasterCard;Crédito;Básico Internacional;13469525;8124680;102810226;9904800752,72;2050897;249343806,62
1591;1591;2024-01-01;Elo;Pré-Pago;Intermediário;16942490;157531;1115200;53737598,41;0;0,0
1592;1592;2018-07-01;Outras;Débito;Outros;3277910;1596161;36367627;3073263514,65;0;0,0
1593;1593;2022-10-01;MasterCard;Débito;Empresarial;1946405;675311;14561768;1028656288,49;67;55463,56
1594;1594;2023-01-01;MasterCard;Pré-Pago;Premium;193063;94851;2451507;153629772,32;0;0,0
1595;1595;2019-01-01;MasterCard;Crédito;Básico Internacional;21748906;14094232;249001800;23588059870,46;1753742;291568581,4
1596;1596;2018-01-01;MasterCard;Débito;Platinum;832364;495583;11657234;931291782,73;6703;2043326,41
1597;1597;2012-10-01;Bandeira própria;Débito;Outros;1419059;347932;1974182;129277974,98;0;0,0
1598;1598;2022-07-01;VISA;Débito;Premium;683512;369462;11857794;1197950232,76;494;107908,32
1599;1599;2011-10-01;MasterCard;Crédito;Corporativo;57930;25066;633030;245799606,94;28681;16871000,57
1600;1600;2022-01-01;Elo;Pré-Pago;Intermediário;6536450;131193;532172;36497916,85;0;0,0
1601;1601;2019-01-01;Bandeira própria;Crédito;Outros;4581875;2377922;5826192;448254673,57;13;205,09
1602;1602;2014-01-01;MasterCard;Crédito;Outros;8099327;3440506;34750098;3238059369,36;26206;1988908,7
1603;1603;2022-04-01;MasterCard;Débito;Empresarial;1716365;636709;13230065;956021090,07;89;88250,53
1604;1604;2013-10-01;Outras;Crédito;Básico Nacional;984363;264589;97345;62898342,73;0;0,0
1605;1605;2011-07-01;Bandeira própria;Crédito;Outros;614150;173906;879333;68178341,44;0;0,0
1606;1606;2017-04-01;Diners Club;Crédito;Empresarial;150;77;778;158589,06;69;59134,94
1607;1607;2013-07-01;MasterCard;Débito;Premium;193520;95347;1097368;103850216,26;10886;4197145,96
1608;1608;2022-07-01;VISA;Débito;Outros;1109;145;11124;640756,84;0;0,0
1609;1609;2011-07-01;MasterCard;Crédito;Básico Nacional;34789598;15694283;135744922;12018666456,08;368346;21715493,68
1610;1610;2016-10-01;Elo;Crédito;Básico Internacional;195313;36390;169786;21990996,55;731;385579,46
1611;1611;2023-07-01;Elo;Débito;Outros;108670;82821;436696;48226629,0;0;0,0
1612;1612;2014-07-01;MasterCard;Débito;Básico Nacional;2222942;766469;12027738;727687762,12;48;11825,36
1613;1613;2018-04-01;Elo;Crédito;Outros;683067;364235;4739974;459908136,6;2062;887352,7
1614;1614;2018-04-01;American Express;Crédito;Intermediário;1195012;905378;3923831;480878913,13;68327;18875853,44
1615;1615;2011-01-01;MasterCard;Crédito;Platinum;2660090;1564181;37089598;4916899711,19;1926250;447284273,13
1616;1616;2024-04-01;Elo;Crédito;Platinum;184301;123397;3502656;526356733,82;5467;1404945,46
1617;1617;2016-07-01;MasterCard;Débito;Intermediário;612483;286613;6584367;490629199,41;1147;290543,63
1618;1618;2017-01-01;VISA;Crédito;Platinum;4849916;3680477;153505788;19461244987,37;4141592;857795341,56
1619;1619;2020-04-01;MasterCard;Crédito;Corporativo;127748;73876;977456;313868722,7;28466;49451964,45
1620;1620;2018-04-01;Elo;Crédito;Empresarial;409184;162182;2915297;582511232,0;0;0,0
1621;1621;2023-01-01;VISA;Crédito;Platinum;10072610;7608458;303840459;46645083431,01;2444830;947563890,44
1622;1622;2022-04-01;VISA;Pré-Pago;Básico Internacional;18723434;7635271;79783633;4163920326,4;851215;159336940,18
1623;1623;2021-04-01;MasterCard;Pré-Pago;Premium;90;19;88;4274,33;0;0,0
1624;1624;2014-01-01;VISA;Crédito;Básico Internacional;19892566;10067920;160732178;13755753599,99;4160706;383227864,68
1625;1625;2023-04-01;American Express;Crédito;Básico Nacional;41621;33638;760321;104122656,78;3434;1329878,79
1626;1626;2021-07-01;MasterCard;Crédito;Empresarial;3923070;2165451;32379223;8002718575,3;380557;242147099,68
1627;1627;2014-07-01;VISA;Débito;Intermediário;1467521;841029;18482362;1354756248,49;0;0,0
1628;1628;2020-07-01;VISA;Crédito;Corporativo;573243;290925;2622860;893139540,7;62639;101078952,67
1629;1629;2013-01-01;VISA;Crédito;Platinum;4580750;3020263;99322316;12774291661,59;3871782;910198835,96
1630;1630;2013-04-01;VISA;Débito;Básico Internacional;139420886;37694238;495140902;28782081535,72;224127;27764241,99
1631;1631;2017-10-01;MasterCard;Crédito;Platinum;5315714;4043282;150181071;20402460042,49;4328718;894518508,66
1632;1632;2014-10-01;MasterCard;Crédito;Intermediário;10070284;6509174;116720062;15192871668,22;3476764;631710021,63
1633;1633;2013-04-01;VISA;Débito;Platinum;1491860;902530;20605086;1548015801,5;8;718,02
1634;1634;2013-01-01;American Express;Crédito;Platinum;629054;445050;10979587;1697637328,69;1047682;477539460,68
1635;1635;2018-10-01;VISA;Pré-Pago;Platinum;166203;4655;0;0,0;157917;32927206,54
1636;1636;2020-01-01;MasterCard;Crédito;Básico Internacional;16248497;9236489;135702347;12171489856,4;750408;142147242,92
1637;1637;2013-10-01;VISA;Débito;Intermediário;1393063;798665;18635862;1404203197,29;2;403,9
1638;1638;2016-10-01;VISA;Débito;Básico Internacional;109890693;29804420;559829097;37219426451,87;94149;12602054,7
1639;1639;2016-07-01;MasterCard;Débito;Básico Internacional;110578123;36956782;699245086;41320573888,56;115865;25994908,17
1640;1640;2020-04-01;VISA;Crédito;Outros;4869793;763413;8842941;1100111268,73;32921;6419075,83
1641;1641;2022-04-01;Elo;Crédito;Empresarial;503594;282292;6130762;1716949054,49;7044;4667369,32
1642;1642;2017-04-01;VISA;Crédito;Platinum;4791623;3599322;156307299;19458987432,7;4530274;953438632,9
1643;1643;2012-10-01;VISA;Débito;Empresarial;1234530;514789;7943884;912052935,68;3;442,13
1644;1644;2011-01-01;MasterCard;Crédito;Básico Internacional;15626252;9035342;96867765;8959137660,81;2501061;284244908,33
1645;1645;2018-04-01;Bandeira própria;Débito;Outros;1384472;428605;3838547;234642863,97;0;0,0
1646;1646;2015-04-01;Elo;Crédito;Outros;661651;144276;1075727;73193280,05;0;0,0
1647;1647;2017-10-01;VISA;Crédito;Empresarial;912733;601394;13014021;3088296341,77;449232;203427614,13
1648;1648;2017-04-01;Diners Club;Crédito;Premium;3;3;53;20868,36;0;0,0
1649;1649;2023-07-01;American Express;Crédito;Básico Nacional;40031;31757;740417;101984066,44;3807;1296759,83
1650;1650;2023-10-01;Bandeira própria;Crédito;Básico Nacional;6938492;1498860;7553689;1144811680,67;0;0,0
1651;1651;2014-04-01;VISA;Débito;Empresarial;1436776;617900;10160938;1195103018,73;1;967,78
1652;1652;2018-04-01;MasterCard;Crédito;Premium;1218000;991078;66085816;12461096275,51;3190615;1585523106,2
1653;1653;2021-01-01;Bandeira própria;Crédito;Outros;12211981;4657151;10606973;1483177051,86;0;0,0
1654;1654;2013-10-01;MasterCard;Crédito;Básico Nacional;37044452;14980900;160448506;15791780411,92;33948;1218359,52
1655;1655;2022-07-01;American Express;Crédito;Corporativo;77420;58953;1372556;1211734329,63;104803;148765501,89
1656;1656;2012-04-01;VISA;Crédito;Empresarial;1945870;765986;9610970;3616555213,33;333981;156495850,95
1657;1657;2024-01-01;VISA;Débito;Intermediário;10416591;5178670;133488249;7857771271,99;1641;242706,98
1658;1658;2014-01-01;VISA;Crédito;Outros;3034506;664929;5724370;586990954,37;100315;10672788,17
1659;1659;2017-04-01;American Express;Crédito;Empresarial;58186;19923;640574;172475772,59;26537;17837171,52
1660;1660;2023-01-01;MasterCard;Pré-Pago;Corporativo;3839272;2016665;29565846;1493510145,96;114827;8006008,45
1661;1661;2018-07-01;Elo;Crédito;Empresarial;392067;159991;3017900;611393186,96;0;0,0
1662;1662;2021-10-01;MasterCard;Crédito;Corporativo;153089;84731;3067383;1282581009,95;116975;148122336,55
1663;1663;2020-04-01;Elo;Crédito;Intermediário;2976507;1650448;23756072;2108405250,99;9053;1053253,6
1664;1664;2012-10-01;Outras;Crédito;Outros;2135241;136452;458362;68585339,05;6;651,76
1665;1665;2022-10-01;Elo;Crédito;Empresarial;516056;311457;6474656;1867319339,36;8075;5690186,61
1666;1666;2019-10-01;Elo;Crédito;Básico Internacional;4871072;2322657;37939931;4251432289,07;98633;34863839,4
1667;1667;2021-04-01;VISA;Débito;Básico Nacional;10683782;5866816;137761534;9649512102,34;902;151035,4
1668;1668;2023-07-01;Outras;Débito;Básico Internacional;176544;135710;539891;41084319,11;0;0,0
1669;1669;2022-01-01;VISA;Débito;Intermediário;6482171;3687765;82215330;5781566245,78;882;197738,08
1670;1670;2012-04-01;Hipercard;Crédito;Básico Nacional;8261616;5022489;48197209;5147223328,95;0;0,0
1671;1671;2022-01-01;MasterCard;Débito;Premium;393575;172743;3208438;298652344,57;1144;647561,67
1672;1672;2017-04-01;MasterCard;Débito;Empresarial;278290;84275;1474753;185848505,99;414;288064,69
1673;1673;2020-07-01;Outras;Crédito;Outros;271520;179051;107088;27072757,49;0;0,0
1674;1674;2017-10-01;Diners Club;Crédito;Empresarial;50;29;252;60637,38;19;13451,13
1675;1675;2011-10-01;VISA;Débito;Premium;170766;91412;1839944;184512070,03;12;1283,85
1676;1676;2012-07-01;VISA;Débito;Intermediário;1453259;728823;13589705;969153456,34;1;50,46
1677;1677;2024-04-01;Elo;Pré-Pago;Corporativo;551198;540727;1365472;80875740,29;0;0,0
1678;1678;2023-10-01;Elo;Pré-Pago;Intermediário;16025929;197841;1178470;55350750,44;0;0,0
1679;1679;2023-07-01;VISA;Pré-Pago;Básico Nacional;14765913;3989302;64555148;3702636555,58;621;150514,13
1680;1680;2014-04-01;American Express;Crédito;Corporativo;162333;87937;2266684;1453390595,15;238092;175229160,74
1681;1681;2014-10-01;Elo;Crédito;Empresarial;69791;24297;186451;65853624,11;0;0,0
1682;1682;2020-01-01;VISA;Débito;Platinum;1792967;1129668;38048746;3205279154,03;921;155436,32
1683;1683;2015-04-01;VISA;Crédito;Básico Internacional;19465628;10171778;169057974;15351757959,62;2892008;317254957,72
1684;1684;2016-07-01;VISA;Pré-Pago;Básico Nacional;1313951;133107;203768;266410630,12;0;0,0
1685;1685;2019-01-01;MasterCard;Débito;Básico Nacional;972466;522752;11964014;773085345,92;63;16928,47
1686;1686;2016-07-01;Elo;Crédito;Básico Nacional;5741210;2227352;26413476;1877421460,11;656;211339,92
1687;1687;2014-10-01;VISA;Débito;Outros;3023;3023;3689;230876,4;18;2347,92
1688;1688;2023-07-01;VISA;Crédito;Corporativo;606433;352352;6604444;2904882133,27;319253;294514667,33
1689;1689;2022-01-01;Elo;Pré-Pago;Básico Nacional;4389031;78591;149382;5718534,44;27;1839,4
1690;1690;2012-01-01;American Express;Crédito;Outros;12593;5690;142024;13457776,85;7002;1429397,36
1691;1691;2014-01-01;Outras;Débito;Outros;3308602;1300597;27839287;1871918435,86;0;0,0
1692;1692;2018-01-01;American Express;Crédito;Corporativo;131779;101381;2236566;1203658022,89;214309;176547113,34
1693;1693;2017-04-01;American Express;Crédito;Intermediário;780980;478331;14239325;1498932002,15;424050;105529979,31
1694;1694;2017-07-01;MasterCard;Crédito;Intermediário;11867576;8393921;190209489;20679591983,5;3691379;574092790,75
1695;1695;2015-04-01;Elo;Débito;Outros;33098384;10919762;94227524;5518753134,58;0;0,0
1696;1696;2016-01-01;Elo;Crédito;Corporativo;15629;9414;5445;89225000,09;0;0,0
1697;1697;2016-07-01;Elo;Crédito;Básico Internacional;42047;1770;3573;398292,97;529;61380,81
1698;1698;2018-07-01;MasterCard;Crédito;Básico Nacional;31317015;11905511;177576975;17951966781,69;27688;2056069,87
1699;1699;2023-04-01;MasterCard;Pré-Pago;Básico Internacional;7101585;691199;3654525;209037200,6;3837;760467,01
1700;1700;2023-01-01;Elo;Débito;Básico Internacional;33555339;11109331;306697350;17441848077,05;0;0,0
1701;1701;2019-10-01;Bandeira própria;Crédito;Outros;10483512;6891482;16816182;2749393099,74;2;17,0
1702;1702;2012-10-01;Diners Club;Crédito;Empresarial;1107;457;8644;2002563,76;310;587793,78
1703;1703;2013-10-01;American Express;Crédito;Platinum;626745;418808;11990826;1909094686,22;978532;438136935,05
1704;1704;2021-04-01;Bandeira própria;Crédito;Outros;8052608;3907337;8486991;1492593280,75;0;0,0
1705;1705;2020-10-01;Elo;Crédito;Corporativo;24343;13605;45669;128290896,04;52;93438,46
1706;1706;2021-07-01;Elo;Crédito;Outros;340664;211823;6827807;1309344230,59;9221;7082388,09
1707;1707;2022-07-01;VISA;Crédito;Platinum;10002375;7530805;308284311;47292452612,3;2687484;1038052506,51
1708;1708;2015-10-01;Diners Club;Crédito;Intermediário;271914;235793;4369004;745271322,22;65993;22099240,14
1709;1709;2022-01-01;VISA;Pré-Pago;Outros;21597420;7106387;112939655;5416792519,22;153622;25725573,3
1710;1710;2018-07-01;MasterCard;Crédito;Premium;1312743;1067297;72444082;13609858824,64;3462873;1691334516,44
1711;1711;2015-10-01;MasterCard;Crédito;Empresarial;941929;549429;8511494;2101470563,26;253982;121634412,55
1712;1712;2022-04-01;MasterCard;Débito;Corporativo;629;355;123763;11634810,61;20;7444,62
1713;1713;2018-07-01;MasterCard;Débito;Empresarial;261236;66729;1138328;147715623,03;220;111279,52
1714;1714;2019-07-01;VISA;Crédito;Platinum;5220486;3684225;197766699;24382137093,81;3549923;1049765038,63
1715;1715;2012-01-01;VISA;Crédito;Corporativo;491888;237803;3009959;1224280163,65;157307;73615830,01
1716;1716;2014-04-01;VISA;Débito;Premium;282607;157764;3044416;306091687,56;2;403,83
1717;1717;2017-07-01;VISA;Crédito;Empresarial;935545;630771;13118972;3044786699,48;434746;194173172,91
1718;1718;2022-10-01;MasterCard;Pré-Pago;Premium;168818;82738;2064691;137063893,62;0;0,0
1719;1719;2015-04-01;VISA;Crédito;Empresarial;1863611;898477;13467029;4703925846,54;393884;183041280,57
1720;1720;2013-04-01;MasterCard;Débito;Básico Internacional;117654188;34754927;470019356;26594291796,73;233111;53639397,47
1721;1721;2013-10-01;Diners Club;Crédito;Empresarial;807;284;4564;1057907,9;225;135873,37
1722;1722;2017-10-01;VISA;Débito;Premium;337966;195516;5277132;554788049,54;652;163191,18
1723;1723;2022-07-01;Elo;Débito;Outros;155305163;29209660;480100721;28053996347,17;0;0,0
1724;1724;2015-04-01;MasterCard;Crédito;Premium;541756;404224;20703286;4038341831,67;1203150;550859841,21
1725;1725;2024-01-01;MasterCard;Débito;Premium;593144;333937;8032007;570464259,21;1532;658645,78
1726;1726;2019-04-01;VISA;Pré-Pago;Empresarial;729;492;6180;622412,85;0;0,0
1727;1727;2022-01-01;MasterCard;Débito;Platinum;803571;382395;9724987;833243046,38;6803;2932225,8
1728;1728;2016-10-01;MasterCard;Crédito;Corporativo;53734;30333;1155993;448940339,96;75193;48289077,18
1729;1729;2013-10-01;Elo;Crédito;Empresarial;5442;1210;6991;17152575,06;0;0,0
1730;1730;2023-10-01;MasterCard;Pré-Pago;Intermediário;55774447;30670981;1339872030;48898934454,46;1;0,01
1731;1731;2017-04-01;MasterCard;Pré-Pago;Básico Nacional;7020;3325;127098;4787016,36;0;0,0
1732;1732;2023-01-01;Elo;Crédito;Básico Internacional;5238469;2726610;52775154;9351868237,42;67466;35474534,68
1733;1733;2023-07-01;VISA;Débito;Empresarial;1508436;589645;22579892;2673685213,76;3382;794479,61
1734;1734;2022-01-01;MasterCard;Crédito;Premium;3270328;2714750;161073545;32688766737,61;3106137;1839932802,01
1735;1735;2019-10-01;VISA;Débito;Outros;78;16;85;1846,28;0;0,0
1736;1736;2018-10-01;MasterCard;Débito;Corporativo;4681;107;12217;13303539,11;0;0,0
1737;1737;2021-10-01;VISA;Débito;Básico Internacional;135873852;48015424;1042643281;71777508870,5;22025;5345842,3
1738;1738;2016-04-01;VISA;Débito;Empresarial;1379239;634840;11761720;1446559395,12;96;24664,68
1739;1739;2018-10-01;VISA;Pré-Pago;Outros;2880467;1847447;618796;347488429,92;176153;54332666,57
1740;1740;2012-01-01;MasterCard;Débito;Básico Internacional;111330559;30328906;382539570;20682597863,17;197478;39690251,97
1741;1741;2021-07-01;VISA;Débito;Outros;687;344;6601;379948,36;0;0,0
1742;1742;2019-10-01;Elo;Crédito;Corporativo;25215;14567;38319;125739756,43;152;115888,47
1743;1743;2022-07-01;Elo;Pré-Pago;Básico Internacional;4797786;3091576;19110446;865580520,95;1059;277634,92
1744;1744;2023-01-01;Elo;Débito;Empresarial;1119875;386026;8635035;1206127755,89;0;0,0
1745;1745;2016-04-01;Elo;Débito;Básico Nacional;8116608;2416569;26455473;1525497572,66;0;0,0
1746;1746;2020-07-01;Elo;Pré-Pago;Básico Nacional;3429233;143961;398286;35646432,59;128;6568,9
1747;1747;2020-10-01;Elo;Débito;Empresarial;853295;336780;8343174;1230981672,07;0;0,0
1748;1748;2020-10-01;Elo;Crédito;Outros;2005417;1595514;28763019;3348730567,52;13130;5187893,12
1749;1749;2020-04-01;VISA;Pré-Pago;Básico Internacional;12376936;3426556;4878452;297863743,5;1416034;190151466,65
1750;1750;2018-07-01;Bandeira própria;Crédito;Outros;584442;156045;2129159;198790092,68;0;0,0
1751;1751;2021-01-01;VISA;Pré-Pago;Básico Internacional;13099724;4704716;33522949;1814423198,38;222125;37249498,14
1752;1752;2011-01-01;VISA;Débito;Premium;144924;80156;1552204;154604229,59;16;1388,08
1753;1753;2015-01-01;VISA;Crédito;Platinum;5354420;3680425;129128622;17250460444,49;4626627;1145608811,1
1754;1754;2021-01-01;Hipercard;Crédito;Empresarial;1801;1175;8587;4150206,45;1;0,01
1755;1755;2012-10-01;MasterCard;Débito;Básico Nacional;2659187;734735;11473536;677448093,05;81;22323,52
1756;1756;2016-04-01;MasterCard;Débito;Premium;222419;116047;1681266;164946423,27;5077;2399110,99
1757;1757;2020-07-01;Elo;Pré-Pago;Outros;102012;11574;208927;18486396,37;42;5515,92
1758;1758;2021-07-01;American Express;Crédito;Corporativo;79551;59836;943462;524014583,8;35060;73891753,58
1759;1759;2022-07-01;MasterCard;Crédito;Básico Nacional;24375738;5790688;76254953;7850962873,44;83106;2711787,45
1760;1760;2012-07-01;VISA;Crédito;Outros;2758767;1099547;6655782;652067993,29;64855;9069339,31
1761;1761;2018-04-01;Elo;Pré-Pago;Outros;1522869;1113727;8444300;295829446,83;0;0,0
1762;1762;2022-07-01;American Express;Crédito;Básico Nacional;46708;37821;835587;120233762,91;4380;1777043,44
1763;1763;2024-01-01;VISA;Crédito;Premium;8056784;5344798;302265929;58243049130,3;4956071;2639699282,65
1764;1764;2017-01-01;Elo;Crédito;Empresarial;426701;161782;2070060;461248439,1;0;0,0
1765;1765;2012-01-01;Diners Club;Crédito;Empresarial;757;384;7283;2151059,71;351;496493,46
1766;1766;2015-01-01;VISA;Crédito;Outros;3066107;603466;6021499;668249995,92;61581;8641002,03
1767;1767;2021-07-01;Elo;Débito;Básico Nacional;190446455;67003336;943992770;57773643218,21;0;0,0
1768;1768;2021-07-01;MasterCard;Pré-Pago;Básico Internacional;1016;711;194;10671,12;0;0,0
1769;1769;2020-04-01;VISA;Crédito;Premium;1262477;959771;46680043;8594061916,3;300507;133933090,75
1770;1770;2017-01-01;MasterCard;Débito;Básico Nacional;1303912;582511;12182344;783594223,61;31;9237,71
1771;1771;2014-01-01;VISA;Crédito;Platinum;4542898;3048301;126468523;15225701879,13;4717758;1038348388,34
1772;1772;2015-04-01;VISA;Crédito;Corporativo;532436;257670;4015326;1301063735,04;275610;157851589,9
1773;1773;2022-04-01;American Express;Crédito;Premium;510182;408090;14041063;4012049625,84;366471;383424898,25
1774;1774;2013-01-01;Bandeira própria;Crédito;Outros;642460;192732;953526;83584510,11;0;0,0
1775;1775;2018-07-01;Elo;Débito;Básico Internacional;25158334;7605205;180946681;9698095970,12;0;0,0
