Indicador;IndicadorDetalhe;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
Balança comercial;Exportações;2004-02-03;2005;82,38;83,0;4,24;74,0;92,0;;0
Balança comercial;Exportações;2004-02-03;2006;87,54;88,0;6,21;75,0;100,0;;0
Balança comercial;Exportações;2004-02-03;2007;91,46;92,0;6,39;80,0;100,0;;0
Balança comercial;Exportações;2004-02-03;2008;94,84;97,4;6,64;80,0;100,0;;0
Balança comercial;Exportações;2004-02-04;2004;77,61;77,7;2,62;71,73;84,76;;0
Balança comercial;Exportações;2004-02-04;2005;82,27;83,0;4,24;74,0;92,0;;0
Balança comercial;Exportações;2004-02-04;2006;87,54;88,0;6,21;75,0;100,0;;0
Balança comercial;Exportações;2004-02-04;2007;91,46;92,0;6,39;80,0;100,0;;0
Balança comercial;Exportações;2004-02-04;2008;94,84;97,4;6,64;80,0;100,0;;0
Balança comercial;Exportações;2004-02-05;2004;77,58;77,4;2,65;71,73;84,76;;0
Balança comercial;Exportações;2004-02-05;2005;82,16;82,0;4,29;74,0;92,0;;0
Balança comercial;Exportações;2004-02-05;2006;87,16;88,0;6,14;75,0;100,0;;0
Balança comercial;Exportações;2004-02-05;2007;91,44;92,0;6,52;80,0;100,0;;0
Balança comercial;Exportações;2004-02-05;2008;94,4;96,9;6,73;80,0;100,0;;0
Balança comercial;Exportações;2004-02-06;2004;77,72;77,75;2,67;71,73;84,76;;0
Balança comercial;Exportações;2004-02-06;2005;82,09;81,0;4,25;74,0;92,0;;0
Balança comercial;Exportações;2004-02-06;2006;87,16;88,0;6,14;75,0;100,0;;0
Balança comercial;Exportações;2004-02-06;2007;91,44;92,0;6,52;80,0;100,0;;0
Balança comercial;Exportações;2004-02-06;2008;94,4;96,9;6,73;80,0;100,0;;0
Balança comercial;Exportações;2004-02-09;2004;77,74;77,7;2,77;71,73;84,76;;0
Balança comercial;Exportações;2004-02-09;2005;82,02;81,0;4,33;74,0;92,0;;0
Balança comercial;Exportações;2004-02-09;2006;87,35;88,0;6,09;75,0;100,0;;0
Balança comercial;Exportações;2004-02-09;2007;91,83;93,0;6,62;80,0;100,0;;0
Balança comercial;Exportações;2004-02-09;2008;94,4;96,9;6,73;80,0;100,0;;0
Balança comercial;Exportações;2004-02-10;2004;77,78;77,7;2,73;71,73;84,76;;0
Balança comercial;Exportações;2004-02-10;2005;82,15;81,0;4,35;74,0;92,0;;0
Balança comercial;Exportações;2004-02-10;2006;87,62;88,85;6,12;75,0;100,0;;0
Balança comercial;Exportações;2004-02-10;2007;91,83;93,0;6,62;80,0;100,0;;0
Balança comercial;Exportações;2004-02-10;2008;94,62;96,9;6,99;80,0;104,19;;0
Balança comercial;Exportações;2004-02-11;2004;77,79;77,8;2,69;71,73;84,76;;0
Balança comercial;Exportações;2004-02-11;2005;82,2;82,0;4,24;74,0;92,0;;0
Balança comercial;Exportações;2004-02-11;2006;87,62;88,85;6,12;75,0;100,0;;0
Balança comercial;Exportações;2004-02-11;2007;91,83;93,0;6,62;80,0;100,0;;0
Balança comercial;Exportações;2004-02-11;2008;94,62;96,9;6,99;80,0;104,19;;0
Balança comercial;Exportações;2004-02-12;2004;77,93;78,0;2,63;71,73;84,76;;0
Balança comercial;Exportações;2004-02-12;2005;82,28;82,7;4,21;74,0;92,0;;0
Balança comercial;Exportações;2004-02-12;2006;87,75;89,2;6,1;75,0;100,0;;0
Balança comercial;Exportações;2004-02-12;2007;92,0;94,5;6,66;80,0;100,0;;0
Balança comercial;Exportações;2004-02-12;2008;94,97;96,9;7,15;80,0;104,19;;0
Balança comercial;Exportações;2004-02-13;2004;78,19;78,0;2,74;71,73;84,76;;0
Balança comercial;Exportações;2004-02-13;2005;82,62;83,0;4,36;74,0;92,0;;0
Balança comercial;Exportações;2004-02-13;2006;88,06;89,7;6,19;75,0;100,0;;0
Balança comercial;Exportações;2004-02-13;2007;92,0;94,5;6,66;80,0;100,0;;0
Balança comercial;Exportações;2004-02-13;2008;94,97;96,9;7,15;80,0;104,19;;0
Balança comercial;Exportações;2004-02-16;2004;78,41;78,0;2,71;71,73;84,76;;0
Balança comercial;Exportações;2004-02-16;2005;82,96;83,0;4,18;75,32;92,0;;0
Balança comercial;Exportações;2004-02-16;2006;88,33;89,85;6,14;75,0;100,0;;0
Balança comercial;Exportações;2004-02-16;2007;92,52;95,0;6,35;80,0;100,0;;0
Balança comercial;Exportações;2004-02-16;2008;95,69;98,45;6,61;80,0;104,19;;0
Balança comercial;Exportações;2004-02-17;2004;78,47;78,05;2,79;71,73;85,0;;0
Balança comercial;Exportações;2004-02-17;2005;82,99;83,0;4,13;75,32;92,0;;0
Balança comercial;Exportações;2004-02-17;2006;88,33;89,85;6,14;75,0;100,0;;0
Balança comercial;Exportações;2004-02-17;2007;92,52;95,0;6,35;80,0;100,0;;0
Balança comercial;Exportações;2004-02-17;2008;95,69;98,45;6,61;80,0;104,19;;0
Balança comercial;Exportações;2004-02-18;2004;78,49;78,05;2,81;71,73;85,0;;0
Balança comercial;Exportações;2004-02-18;2005;83,03;83,0;4,17;75,32;92,0;;0
Balança comercial;Exportações;2004-02-18;2006;88,38;89,85;6,2;75,0;100,0;;0
Balança comercial;Exportações;2004-02-18;2007;92,59;95,0;6,44;80,0;101,4;;0
Balança comercial;Exportações;2004-02-18;2008;96,16;98,45;7,2;80,0;108,4;;0
Balança comercial;Exportações;2004-02-19;2004;78,46;78,0;2,81;71,73;85,0;;0
Balança comercial;Exportações;2004-02-19;2005;82,98;83,0;4,14;75,32;92,0;;0
Balança comercial;Exportações;2004-02-19;2006;88,38;89,85;6,2;75,0;100,0;;0
Balança comercial;Exportações;2004-02-19;2007;92,59;95,0;6,44;80,0;101,4;;0
Balança comercial;Exportações;2004-02-19;2008;96,16;98,45;7,2;80,0;108,4;;0
Balança comercial;Exportações;2004-02-20;2004;78,49;78,1;2,81;71,73;85,0;;0
Balança comercial;Exportações;2004-02-20;2005;82,98;83,0;4,14;75,32;92,0;;0
Balança comercial;Exportações;2004-02-20;2006;88,38;89,85;6,2;75,0;100,0;;0
Balança comercial;Exportações;2004-02-20;2007;92,59;95,0;6,44;80,0;101,4;;0
Balança comercial;Exportações;2004-02-20;2008;96,16;98,45;7,2;80,0;108,4;;0
Balança comercial;Exportações;2004-02-25;2004;78,51;78,1;2,8;71,73;85,0;;0
Balança comercial;Exportações;2004-02-25;2005;83,03;83,0;4,09;75,32;92,0;;0
Balança comercial;Exportações;2004-02-25;2006;88,38;89,85;6,2;75,0;100,0;;0
Balança comercial;Exportações;2004-02-25;2007;92,59;95,0;6,44;80,0;101,4;;0
Balança comercial;Exportações;2004-02-25;2008;96,16;98,45;7,2;80,0;108,4;;0
Balança comercial;Exportações;2004-02-26;2004;78,52;78,2;2,83;71,73;85,0;;0
Balança comercial;Exportações;2004-02-26;2005;83,03;83,0;4,09;75,32;92,0;;0
Balança comercial;Exportações;2004-02-26;2006;88,38;89,85;6,2;75,0;100,0;;0
Balança comercial;Exportações;2004-02-26;2007;92,59;95,0;6,44;80,0;101,4;;0
Balança comercial;Exportações;2004-02-26;2008;96,16;98,45;7,2;80,0;108,4;;0
Balança comercial;Exportações;2004-02-27;2004;78,69;78,5;2,83;71,73;85,0;;0
Balança comercial;Exportações;2004-02-27;2005;83,35;83,8;4,11;75,32;92,0;;0
Balança comercial;Exportações;2004-02-27;2006;88,7;90,0;6,23;75,0;100,0;;0
Balança comercial;Exportações;2004-02-27;2007;92,75;95,0;6,48;80,0;101,4;;0
Balança comercial;Exportações;2004-02-27;2008;96,18;98,45;7,23;80,0;108,4;;0
Balança comercial;Exportações;2004-03-01;2004;78,99;78,6;2,67;73,6;85,0;;0
Balança comercial;Exportações;2004-03-01;2005;83,34;83,4;3,87;76,0;92,0;;0
Balança comercial;Exportações;2004-03-01;2006;89,0;90,0;6,16;75,0;100,0;;0
Balança comercial;Exportações;2004-03-01;2007;93,0;95,0;6,54;80,0;101,4;;0
Balança comercial;Exportações;2004-03-01;2008;96,18;98,45;7,23;80,0;108,4;;0
Balança comercial;Exportações;2004-03-02;2004;79,02;78,85;2,67;73,6;85,0;;0
Balança comercial;Exportações;2004-03-02;2005;83,55;84,1;3,9;76,0;92,0;;0
Balança comercial;Exportações;2004-03-02;2006;89,0;90,0;6,16;75,0;100,0;;0
Balança comercial;Exportações;2004-03-02;2007;93,0;95,0;6,54;80,0;101,4;;0
Balança comercial;Exportações;2004-03-02;2008;96,18;98,45;7,23;80,0;108,4;;0
Balança comercial;Exportações;2004-03-03;2004;79,15;79,25;2,69;73,6;85,0;;0
Balança comercial;Exportações;2004-03-03;2005;83,54;84,0;3,86;76,0;92,0;;0
Balança comercial;Exportações;2004-03-03;2006;89,0;90,0;6,16;75,0;100,0;;0
Balança comercial;Exportações;2004-03-03;2007;93,0;95,0;6,54;80,0;101,4;;0
Balança comercial;Exportações;2004-03-03;2008;96,18;98,45;7,23;80,0;108,4;;0
Balança comercial;Exportações;2004-03-04;2004;79,11;79,25;2,72;73,6;85,0;;0
Balança comercial;Exportações;2004-03-04;2005;83,66;84,0;3,8;76,0;92,0;;0
Balança comercial;Exportações;2004-03-04;2006;88,88;90,0;6,26;75,0;100,0;;0
Balança comercial;Exportações;2004-03-04;2007;93,09;95,0;6,71;80,0;101,4;;0
Balança comercial;Exportações;2004-03-04;2008;96,13;100,0;7,45;80,0;108,4;;0
Balança comercial;Exportações;2004-03-05;2004;79,48;80,0;2,65;73,6;85,0;;0
Balança comercial;Exportações;2004-03-05;2005;84,14;84,7;3,63;76,0;92,0;;0
Balança comercial;Exportações;2004-03-05;2006;89,37;90,9;5,92;75,0;100,0;;0
Balança comercial;Exportações;2004-03-05;2007;93,73;95,0;6,26;80,0;101,4;;0
Balança comercial;Exportações;2004-03-05;2008;96,88;100,0;7,08;80,0;108,4;;0
Balança comercial;Exportações;2004-03-08;2004;79,62;80,0;2,78;73,6;85,0;;0
Balança comercial;Exportações;2004-03-08;2005;84,17;84,45;3,71;76,0;92,0;;0
Balança comercial;Exportações;2004-03-08;2006;89,37;90,9;5,92;75,0;100,0;;0
Balança comercial;Exportações;2004-03-08;2007;93,73;95,0;6,26;80,0;101,4;;0
Balança comercial;Exportações;2004-03-08;2008;96,88;100,0;7,08;80,0;108,4;;0
Balança comercial;Exportações;2004-03-09;2004;79,65;80,0;2,78;73,6;85,0;;0
Balança comercial;Exportações;2004-03-09;2005;84,15;84,45;3,71;76,0;92,0;;0
Balança comercial;Exportações;2004-03-09;2006;89,37;90,9;5,92;75,0;100,0;;0
Balança comercial;Exportações;2004-03-09;2007;93,73;95,0;6,26;80,0;101,4;;0
Balança comercial;Exportações;2004-03-09;2008;96,88;100,0;7,08;80,0;108,4;;0
Balança comercial;Exportações;2004-03-10;2004;79,74;80,0;2,76;73,6;85,0;;0
Balança comercial;Exportações;2004-03-10;2005;84,23;84,7;3,7;76,0;92,0;;0
Balança comercial;Exportações;2004-03-10;2006;89,39;90,9;5,93;75,0;100,0;;0
Balança comercial;Exportações;2004-03-10;2007;93,76;95,0;6,29;80,0;101,4;;0
Balança comercial;Exportações;2004-03-10;2008;96,91;100,0;7,12;80,0;108,4;;0
Balança comercial;Exportações;2004-03-11;2004;79,93;80,0;2,62;74,0;85,0;;0
Balança comercial;Exportações;2004-03-11;2005;84,37;85,0;3,75;76,0;92,0;;0
Balança comercial;Exportações;2004-03-11;2006;89,33;90,0;6,08;75,0;100,0;;0
Balança comercial;Exportações;2004-03-11;2007;93,42;95,0;6,29;80,0;101,4;;0
Balança comercial;Exportações;2004-03-11;2008;96,91;100,0;7,12;80,0;108,4;;0
Balança comercial;Exportações;2004-03-12;2004;80,0;80,2;2,65;74,0;85,0;;0
Balança comercial;Exportações;2004-03-12;2005;84,35;85,0;3,78;76,0;92,0;;0
Balança comercial;Exportações;2004-03-12;2006;89,11;90,0;6,12;75,0;100,0;;0
Balança comercial;Exportações;2004-03-12;2007;93,42;95,0;6,29;80,0;101,4;;0
Balança comercial;Exportações;2004-03-12;2008;96,91;100,0;7,12;80,0;108,4;;0
Balança comercial;Exportações;2004-03-15;2004;80,28;80,25;2,52;74,9;85,0;;0
Balança comercial;Exportações;2004-03-15;2005;84,66;85,0;3,52;77,4;92,0;;0
Balança comercial;Exportações;2004-03-15;2006;89,55;90,0;5,92;75,0;100,0;;0
Balança comercial;Exportações;2004-03-15;2007;93,91;95,0;6,11;80,0;101,4;;0
Balança comercial;Exportações;2004-03-15;2008;97,34;100,0;7,12;80,0;108,4;;0
Balança comercial;Exportações;2004-03-16;2004;80,28;80,25;2,52;74,9;85,0;;0
Balança comercial;Exportações;2004-03-16;2005;84,66;85,0;3,52;77,4;92,0;;0
Balança comercial;Exportações;2004-03-16;2006;89,55;90,0;5,92;75,0;100,0;;0
Balança comercial;Exportações;2004-03-16;2007;93,91;95,0;6,11;80,0;101,4;;0
Balança comercial;Exportações;2004-03-16;2008;97,34;100,0;7,12;80,0;108,4;;0
Balança comercial;Exportações;2004-03-17;2004;80,4;80,3;2,51;74,9;85,0;;0
Balança comercial;Exportações;2004-03-17;2005;84,82;85,0;3,58;77,4;92,0;;0
Balança comercial;Exportações;2004-03-17;2006;89,54;90,0;5,92;75,0;100,0;;0
Balança comercial;Exportações;2004-03-17;2007;93,91;95,0;6,1;80,0;101,4;;0
Balança comercial;Exportações;2004-03-17;2008;97,34;100,0;7,12;80,0;108,4;;0
Balança comercial;Exportações;2004-03-18;2004;80,34;80,3;2,6;74,0;85,0;;0
Balança comercial;Exportações;2004-03-18;2005;84,67;85,0;3,76;76,0;92,0;;0
Balança comercial;Exportações;2004-03-18;2006;89,11;90,0;6,12;75,0;100,0;;0
Balança comercial;Exportações;2004-03-18;2007;93,41;95,0;6,28;80,0;101,4;;0
Balança comercial;Exportações;2004-03-18;2008;96,9;100,0;7,12;80,0;108,4;;0
Balança comercial;Exportações;2004-03-19;2004;80,35;80,3;2,6;74,0;85,0;;0
Balança comercial;Exportações;2004-03-19;2005;84,69;85,0;3,78;76,0;92,0;;0
Balança comercial;Exportações;2004-03-19;2006;89,11;90,0;6,12;75,0;100,0;;0
Balança comercial;Exportações;2004-03-19;2007;93,41;95,0;6,28;80,0;101,4;;0
Balança comercial;Exportações;2004-03-19;2008;96,9;100,0;7,12;80,0;108,4;;0
Balança comercial;Exportações;2004-03-22;2004;80,61;80,3;2,56;74,0;85,0;;0
Balança comercial;Exportações;2004-03-22;2005;85,02;85,0;3,69;76,0;92,0;;0
Balança comercial;Exportações;2004-03-22;2006;89,24;90,0;6,08;75,0;100,0;;0
Balança comercial;Exportações;2004-03-22;2007;93,59;95,0;6,22;80,0;102,3;;0
Balança comercial;Exportações;2004-03-22;2008;96,34;98,25;6,53;80,0;106,1;;0
Balança comercial;Exportações;2004-03-23;2004;80,67;80,3;2,58;74,0;85,2;;0
Balança comercial;Exportações;2004-03-23;2005;85,1;85,0;3,74;76,0;92,0;;0
Balança comercial;Exportações;2004-03-23;2006;89,47;91,0;6,2;75,0;100,0;;0
Balança comercial;Exportações;2004-03-23;2007;93,98;95,0;6,59;80,0;103,0;;0
Balança comercial;Exportações;2004-03-23;2008;96,97;98,25;7,33;80,0;110,0;;0
Balança comercial;Exportações;2004-03-24;2004;80,61;80,3;2,58;74,0;85,2;;0
Balança comercial;Exportações;2004-03-24;2005;84,99;85,0;3,76;76,0;92,0;;0
Balança comercial;Exportações;2004-03-24;2006;89,59;91,9;6,09;75,0;100,0;;0
Balança comercial;Exportações;2004-03-24;2007;94,23;95,0;6,5;80,0;103,0;;0
Balança comercial;Exportações;2004-03-24;2008;96,9;98,25;7,26;80,0;110,0;;0
Balança comercial;Exportações;2004-03-25;2004;80,61;80,3;2,58;74,0;85,2;;0
Balança comercial;Exportações;2004-03-25;2005;84,99;85,0;3,76;76,0;92,0;;0
Balança comercial;Exportações;2004-03-25;2006;89,59;91,9;6,09;75,0;100,0;;0
Balança comercial;Exportações;2004-03-25;2007;94,23;95,0;6,5;80,0;103,0;;0
Balança comercial;Exportações;2004-03-25;2008;96,9;98,25;7,26;80,0;110,0;;0
Balança comercial;Exportações;2004-03-26;2004;80,65;80,3;2,52;74,0;85,2;;0
Balança comercial;Exportações;2004-03-26;2005;84,98;85,0;3,7;76,0;92,0;;0
Balança comercial;Exportações;2004-03-26;2006;89,79;91,85;5,85;75,0;100,0;;0
Balança comercial;Exportações;2004-03-26;2007;94,57;95,0;6,39;80,0;103,0;;0
Balança comercial;Exportações;2004-03-26;2008;96,9;98,25;7,26;80,0;110,0;;0
Balança comercial;Exportações;2004-03-29;2004;80,74;80,39;2,47;74,0;85,2;;0
Balança comercial;Exportações;2004-03-29;2005;84,98;85,0;3,7;76,0;92,0;;0
Balança comercial;Exportações;2004-03-29;2006;89,79;91,85;5,85;75,0;100,0;;0
Balança comercial;Exportações;2004-03-29;2007;94,57;95,0;6,39;80,0;103,0;;0
Balança comercial;Exportações;2004-03-29;2008;96,9;98,25;7,26;80,0;110,0;;0
Balança comercial;Exportações;2004-03-30;2004;80,77;80,44;2,45;74,0;85,2;;0
Balança comercial;Exportações;2004-03-30;2005;84,87;85,0;3,72;76,0;92,0;;0
Balança comercial;Exportações;2004-03-30;2006;89,79;91,85;5,85;75,0;100,0;;0
Balança comercial;Exportações;2004-03-30;2007;94,57;95,0;6,39;80,0;103,0;;0
Balança comercial;Exportações;2004-03-30;2008;96,9;98,25;7,26;80,0;110,0;;0
Balança comercial;Exportações;2004-03-31;2004;80,88;80,8;2,49;74,0;85,2;;0
Balança comercial;Exportações;2004-03-31;2005;85,02;85,0;3,54;76,0;92,0;;0
Balança comercial;Exportações;2004-03-31;2006;90,08;91,85;5,67;75,0;100,0;;0
Balança comercial;Exportações;2004-03-31;2007;95,0;95,5;6,29;80,0;103,0;;0
Balança comercial;Exportações;2004-03-31;2008;97,5;100,0;7,61;80,0;110,0;;0
Balança comercial;Exportações;2004-04-01;2004;81,03;80,8;2,37;74,9;85,2;;0
Balança comercial;Exportações;2004-04-01;2005;85,3;85,0;3,4;78,1;92,0;;0
Balança comercial;Exportações;2004-04-01;2006;90,42;91,85;5,5;75,0;100,0;;0
Balança comercial;Exportações;2004-04-01;2007;94,83;95,0;6,18;80,0;103,0;;0
Balança comercial;Exportações;2004-04-01;2008;97,46;100,0;7,37;80,0;110,0;;0
Balança comercial;Exportações;2004-04-02;2004;81,18;81,0;2,5;74,9;86,0;;0
Balança comercial;Exportações;2004-04-02;2005;85,51;85,0;3,6;78,1;92,0;;0
Balança comercial;Exportações;2004-04-02;2006;90,6;91,85;5,57;75,0;100,0;;0
Balança comercial;Exportações;2004-04-02;2007;94,83;95,0;6,18;80,0;103,0;;0
Balança comercial;Exportações;2004-04-02;2008;97,46;100,0;7,37;80,0;110,0;;0
Balança comercial;Exportações;2004-04-05;2004;81,37;81,8;2,63;74,9;87,0;;0
Balança comercial;Exportações;2004-04-05;2005;85,62;85,0;3,78;78,1;94,0;;0
Balança comercial;Exportações;2004-04-05;2006;90,6;91,85;5,57;75,0;100,0;;0
Balança comercial;Exportações;2004-04-05;2007;94,83;95,0;6,18;80,0;103,0;;0
Balança comercial;Exportações;2004-04-05;2008;97,46;100,0;7,37;80,0;110,0;;0
Balança comercial;Exportações;2004-04-06;2004;81,4;81,9;2,62;74,9;87,0;;0
Balança comercial;Exportações;2004-04-06;2005;85,63;85,0;3,79;78,1;94,0;;0
Balança comercial;Exportações;2004-04-06;2006;90,62;91,85;5,58;75,0;100,0;;0
Balança comercial;Exportações;2004-04-06;2007;94,86;95,0;6,21;80,0;103,0;;0
Balança comercial;Exportações;2004-04-06;2008;97,41;100,0;7,32;80,0;110,0;;0
Balança comercial;Exportações;2004-04-07;2004;81,44;82,0;2,62;74,9;87,0;;0
Balança comercial;Exportações;2004-04-07;2005;85,71;85,25;3,8;78,1;94,0;;0
Balança comercial;Exportações;2004-04-07;2006;90,66;91,9;5,48;75,0;100,0;;0
Balança comercial;Exportações;2004-04-07;2007;95,02;95,5;6,11;80,0;103,0;;0
Balança comercial;Exportações;2004-04-07;2008;97,41;100,0;7,32;80,0;110,0;;0
Balança comercial;Exportações;2004-04-08;2004;81,5;82,0;2,49;75,8;87,0;;0
Balança comercial;Exportações;2004-04-08;2005;85,86;85,75;3,81;78,1;94,0;;0
Balança comercial;Exportações;2004-04-08;2006;90,66;91,9;5,48;75,0;100,0;;0
Balança comercial;Exportações;2004-04-08;2007;94,97;95,5;6,09;80,0;103,0;;0
Balança comercial;Exportações;2004-04-08;2008;97,23;100,0;7,13;80,0;110,0;;0
Balança comercial;Exportações;2004-04-12;2004;81,51;82,0;2,51;75,8;87,0;;0
Balança comercial;Exportações;2004-04-12;2005;85,86;85,75;3,81;78,1;94,0;;0
Balança comercial;Exportações;2004-04-12;2006;90,64;91,9;5,51;75,0;100,0;;0
Balança comercial;Exportações;2004-04-12;2007;94,97;95,5;6,09;80,0;103,0;;0
Balança comercial;Exportações;2004-04-12;2008;97,23;100,0;7,13;80,0;110,0;;0
Balança comercial;Exportações;2004-04-13;2004;81,54;82,0;2,49;75,8;87,0;;0
Balança comercial;Exportações;2004-04-13;2005;85,86;85,75;3,81;78,1;94,0;;0
Balança comercial;Exportações;2004-04-13;2006;90,64;91,9;5,51;75,0;100,0;;0
Balança comercial;Exportações;2004-04-13;2007;94,97;95,5;6,09;80,0;103,0;;0
Balança comercial;Exportações;2004-04-13;2008;97,23;100,0;7,13;80,0;110,0;;0
Balança comercial;Exportações;2004-04-14;2004;81,55;82,0;2,48;75,8;87,0;;0
Balança comercial;Exportações;2004-04-14;2005;85,88;85,75;3,8;78,1;94,0;;0
Balança comercial;Exportações;2004-04-14;2006;90,67;91,9;5,48;75,0;100,0;;0
Balança comercial;Exportações;2004-04-14;2007;95,02;95,5;6,07;80,0;103,0;;0
Balança comercial;Exportações;2004-04-14;2008;97,29;100,0;7,14;80,0;110,0;;0
Balança comercial;Exportações;2004-04-15;2004;81,54;82,0;2,5;75,8;87,0;;0
Balança comercial;Exportações;2004-04-15;2005;85,79;85,6;3,79;78,1;94,0;;0
Balança comercial;Exportações;2004-04-15;2006;90,47;91,85;5,48;75,0;100,0;;0
Balança comercial;Exportações;2004-04-15;2007;95,02;95,5;6,07;80,0;103,0;;0
Balança comercial;Exportações;2004-04-15;2008;97,29;100,0;7,14;80,0;110,0;;0
Balança comercial;Exportações;2004-04-16;2004;81,81;82,0;2,43;76,8;87,0;;0
Balança comercial;Exportações;2004-04-16;2005;85,92;85,6;3,84;78,1;94,0;;0
Balança comercial;Exportações;2004-04-16;2006;91,42;91,9;4,53;84,0;100,0;;0
Balança comercial;Exportações;2004-04-16;2007;95,64;95,5;5,49;85,0;106,1;;0
Balança comercial;Exportações;2004-04-16;2008;98,74;100,0;6,81;90,0;113,3;;0
Balança comercial;Exportações;2004-04-19;2004;81,95;82,0;2,37;76,8;87,0;;0
Balança comercial;Exportações;2004-04-19;2005;86,1;85,9;3,72;78,1;94,0;;0
Balança comercial;Exportações;2004-04-19;2006;91,4;91,9;4,52;84,0;100,0;;0
Balança comercial;Exportações;2004-04-19;2007;95,66;95,5;5,51;85,0;106,1;;0
Balança comercial;Exportações;2004-04-19;2008;98,76;100,0;6,83;90,0;113,3;;0
Balança comercial;Exportações;2004-04-20;2004;81,95;82,0;2,37;76,8;87,0;;0
Balança comercial;Exportações;2004-04-20;2005;86,1;85,9;3,72;78,1;94,0;;0
Balança comercial;Exportações;2004-04-20;2006;91,4;91,9;4,52;84,0;100,0;;0
Balança comercial;Exportações;2004-04-20;2007;96,13;96,0;5,83;85,0;106,45;;0
Balança comercial;Exportações;2004-04-20;2008;98,76;100,0;6,83;90,0;113,3;;0
Balança comercial;Exportações;2004-04-22;2004;81,96;82,0;2,35;76,8;87,0;;0
Balança comercial;Exportações;2004-04-22;2005;86,18;85,9;3,73;78,1;94,0;;0
Balança comercial;Exportações;2004-04-22;2006;91,58;91,9;4,52;84,0;100,0;;0
Balança comercial;Exportações;2004-04-22;2007;96,13;96,0;5,83;85,0;106,45;;0
Balança comercial;Exportações;2004-04-22;2008;98,76;100,0;6,83;90,0;113,3;;0
Balança comercial;Exportações;2004-04-23;2004;81,94;82,0;2,36;76,8;87,0;;0
Balança comercial;Exportações;2004-04-23;2005;86,09;85,9;3,81;78,1;94,0;;0
Balança comercial;Exportações;2004-04-23;2006;91,38;91,9;4,69;82,71;100,0;;0
Balança comercial;Exportações;2004-04-23;2007;95,99;96,0;6,05;85,0;106,45;;0
Balança comercial;Exportações;2004-04-23;2008;98,58;100,0;7,08;88,08;113,3;;0
Balança comercial;Exportações;2004-04-26;2004;81,99;82,16;2,37;76,8;87,0;;0
Balança comercial;Exportações;2004-04-26;2005;86,09;85,9;3,85;78,1;94,0;;0
Balança comercial;Exportações;2004-04-26;2006;91,38;91,9;4,69;82,71;100,0;;0
Balança comercial;Exportações;2004-04-26;2007;95,99;96,0;6,05;85,0;106,45;;0
Balança comercial;Exportações;2004-04-26;2008;98,58;100,0;7,08;88,08;113,3;;0
Balança comercial;Exportações;2004-04-27;2004;82,01;82,36;2,38;76,8;87,0;;0
Balança comercial;Exportações;2004-04-27;2005;86,17;85,9;3,84;78,1;94,0;;0
Balança comercial;Exportações;2004-04-27;2006;91,38;91,9;4,69;82,71;100,0;;0
Balança comercial;Exportações;2004-04-27;2007;95,99;96,0;6,05;85,0;106,45;;0
Balança comercial;Exportações;2004-04-27;2008;98,58;100,0;7,08;88,08;113,3;;0
Balança comercial;Exportações;2004-04-28;2004;82,03;82,5;2,38;76,8;87,0;;0
Balança comercial;Exportações;2004-04-28;2005;86,17;85,9;3,84;78,1;94,0;;0
Balança comercial;Exportações;2004-04-28;2006;91,38;91,9;4,69;82,71;100,0;;0
Balança comercial;Exportações;2004-04-28;2007;95,99;96,0;6,05;85,0;106,45;;0
Balança comercial;Exportações;2004-04-28;2008;98,58;100,0;7,08;88,08;113,3;;0
Balança comercial;Exportações;2004-04-29;2004;82,03;82,5;2,38;76,8;87,0;;0
Balança comercial;Exportações;2004-04-29;2005;86,17;85,9;3,84;78,1;94,0;;0
Balança comercial;Exportações;2004-04-29;2006;91,38;91,9;4,69;82,71;100,0;;0
Balança comercial;Exportações;2004-04-29;2007;95,99;96,0;6,05;85,0;106,45;;0
Balança comercial;Exportações;2004-04-29;2008;98,58;100,0;7,08;88,08;113,3;;0
Balança comercial;Exportações;2004-04-30;2004;82,1;82,5;2,45;76,8;87,0;;0
Balança comercial;Exportações;2004-04-30;2005;86,34;85,9;3,74;78,1;94,0;;0
Balança comercial;Exportações;2004-04-30;2006;91,38;91,9;4,69;82,71;100,0;;0
Balança comercial;Exportações;2004-04-30;2007;95,99;96,0;6,05;85,0;106,45;;0
Balança comercial;Exportações;2004-04-30;2008;98,58;100,0;7,08;88,08;113,3;;0
Balança comercial;Exportações;2004-05-03;2004;82,14;82,5;2,43;76,8;87,0;;0
Balança comercial;Exportações;2004-05-03;2005;86,36;85,9;3,67;78,1;94,0;;0
Balança comercial;Exportações;2004-05-03;2006;91,33;91,85;4,49;82,71;100,0;;0
Balança comercial;Exportações;2004-05-03;2007;96,16;96,1;5,84;85,0;106,45;;0
Balança comercial;Exportações;2004-05-03;2008;98,68;100,0;6,97;88,08;113,3;;0
Balança comercial;Exportações;2004-05-04;2004;82,14;82,5;2,43;76,8;87,0;;0
Balança comercial;Exportações;2004-05-04;2005;86,36;85,9;3,67;78,1;94,0;;0
Balança comercial;Exportações;2004-05-04;2006;91,33;91,85;4,49;82,71;100,0;;0
Balança comercial;Exportações;2004-05-04;2007;96,16;96,1;5,84;85,0;106,45;;0
Balança comercial;Exportações;2004-05-04;2008;98,68;100,0;6,97;88,08;113,3;;0
