Indicador;IndicadorDetalhe;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
Balança comercial;Exportações;2004-05-05;2004;82,21;82,5;2,53;76,8;87,9;;0
Balança comercial;Exportações;2004-05-05;2005;86,36;85,9;3,67;78,1;94,0;;0
Balança comercial;Exportações;2004-05-05;2006;91,34;91,85;4,49;82,71;100,0;;0
Balança comercial;Exportações;2004-05-05;2007;96,17;96,1;5,85;85,0;106,45;;0
Balança comercial;Exportações;2004-05-05;2008;98,68;100,0;6,97;88,08;113,3;;0
Balança comercial;Exportações;2004-05-06;2004;82,11;82,36;2,49;76,8;87,9;;0
Balança comercial;Exportações;2004-05-06;2005;86,19;85,9;3,52;78,1;92,3;;0
Balança comercial;Exportações;2004-05-06;2006;91,34;91,85;4,49;82,71;100,0;;0
Balança comercial;Exportações;2004-05-06;2007;96,17;96,1;5,85;85,0;106,45;;0
Balança comercial;Exportações;2004-05-06;2008;98,68;100,0;6,97;88,08;113,3;;0
Balança comercial;Exportações;2004-05-07;2004;82,16;82,5;2,56;76,8;87,9;;0
Balança comercial;Exportações;2004-05-07;2005;86,39;85,9;3,67;78,1;94,0;;0
Balança comercial;Exportações;2004-05-07;2006;91,34;91,85;4,49;82,71;100,0;;0
Balança comercial;Exportações;2004-05-07;2007;96,17;96,1;5,85;85,0;106,45;;0
Balança comercial;Exportações;2004-05-07;2008;98,68;100,0;6,97;88,08;113,3;;0
Balança comercial;Exportações;2004-05-10;2004;82,28;82,5;2,48;76,8;87,9;;0
Balança comercial;Exportações;2004-05-10;2005;86,35;85,95;3,7;78,1;94,0;;0
Balança comercial;Exportações;2004-05-10;2006;91,32;91,8;4,58;82,71;100,0;;0
Balança comercial;Exportações;2004-05-10;2007;96,08;96,0;5,97;85,0;106,45;;0
Balança comercial;Exportações;2004-05-10;2008;98,68;100,0;6,97;88,08;113,3;;0
Balança comercial;Exportações;2004-05-11;2004;82,28;82,5;2,49;76,8;87,9;;0
Balança comercial;Exportações;2004-05-11;2005;86,35;85,95;3,72;78,1;94,0;;0
Balança comercial;Exportações;2004-05-11;2006;91,32;91,8;4,59;82,71;100,0;;0
Balança comercial;Exportações;2004-05-11;2007;96,02;96,0;5,92;85,0;106,45;;0
Balança comercial;Exportações;2004-05-11;2008;98,68;100,0;6,97;88,08;113,3;;0
Balança comercial;Exportações;2004-05-12;2004;82,47;82,76;2,63;76,8;88,8;;0
Balança comercial;Exportações;2004-05-12;2005;86,49;86,0;3,79;78,1;94,0;;0
Balança comercial;Exportações;2004-05-12;2006;91,46;91,85;4,57;82,71;100,0;;0
Balança comercial;Exportações;2004-05-12;2007;96,02;96,0;5,92;85,0;106,45;;0
Balança comercial;Exportações;2004-05-12;2008;98,68;100,0;6,97;88,08;113,3;;0
Balança comercial;Exportações;2004-05-13;2004;82,46;82,76;2,66;76,8;88,8;;0
Balança comercial;Exportações;2004-05-13;2005;86,5;86,0;3,8;78,1;94,0;;0
Balança comercial;Exportações;2004-05-13;2006;91,46;91,85;4,57;82,71;100,0;;0
Balança comercial;Exportações;2004-05-13;2007;96,02;96,0;5,92;85,0;106,45;;0
Balança comercial;Exportações;2004-05-13;2008;98,68;100,0;6,97;88,08;113,3;;0
Balança comercial;Exportações;2004-05-14;2004;82,67;82,98;2,45;77,7;88,8;;0
Balança comercial;Exportações;2004-05-14;2005;86,55;86,0;3,72;78,1;94,0;;0
Balança comercial;Exportações;2004-05-14;2006;91,52;91,9;4,65;82,59;100,0;;0
Balança comercial;Exportações;2004-05-14;2007;96,02;95,6;6,07;85,0;106,45;;0
Balança comercial;Exportações;2004-05-14;2008;98,65;100,0;7,01;87,69;113,3;;0
Balança comercial;Exportações;2004-05-17;2004;82,83;83,0;2,38;77,7;88,8;;0
Balança comercial;Exportações;2004-05-17;2005;86,88;86,43;3,59;78,1;94,0;;0
Balança comercial;Exportações;2004-05-17;2006;91,75;91,9;4,6;82,59;100,0;;0
Balança comercial;Exportações;2004-05-17;2007;95,6;95,0;5,85;85,0;106,45;;0
Balança comercial;Exportações;2004-05-17;2008;98,28;100,0;6,02;87,69;110,0;;0
Balança comercial;Exportações;2004-05-18;2004;82,81;83,0;2,37;77,7;88,8;;0
Balança comercial;Exportações;2004-05-18;2005;86,88;86,43;3,59;78,1;94,0;;0
Balança comercial;Exportações;2004-05-18;2006;91,75;91,9;4,6;82,59;100,0;;0
Balança comercial;Exportações;2004-05-18;2007;95,6;95,0;5,85;85,0;106,45;;0
Balança comercial;Exportações;2004-05-18;2008;98,28;100,0;6,02;87,69;110,0;;0
Balança comercial;Exportações;2004-05-19;2004;82,95;83,0;2,39;77,7;88,8;;0
Balança comercial;Exportações;2004-05-19;2005;87,05;86,45;3,63;78,1;94,0;;0
Balança comercial;Exportações;2004-05-19;2006;92,09;91,9;4,69;82,59;100,0;;0
Balança comercial;Exportações;2004-05-19;2007;96,18;96,25;6,15;85,0;106,45;;0
Balança comercial;Exportações;2004-05-19;2008;99,23;100,0;6,9;87,69;113,1;;0
Balança comercial;Exportações;2004-05-20;2004;82,97;83,0;2,41;77,7;88,8;;0
Balança comercial;Exportações;2004-05-20;2005;86,89;86,43;3,56;78,1;94,0;;0
Balança comercial;Exportações;2004-05-20;2006;92,13;91,9;4,96;82,59;100,0;;0
Balança comercial;Exportações;2004-05-20;2007;96,24;97,5;6,31;85,0;106,45;;0
Balança comercial;Exportações;2004-05-20;2008;99,5;100,0;7,04;87,69;113,1;;0
Balança comercial;Exportações;2004-05-21;2004;82,91;83,0;2,57;76,8;88,8;;0
Balança comercial;Exportações;2004-05-21;2005;86,76;86,4;3,62;78,1;94,0;;0
Balança comercial;Exportações;2004-05-21;2006;92,16;91,9;4,85;82,59;100,0;;0
Balança comercial;Exportações;2004-05-21;2007;96,48;97,95;6,19;85,0;106,45;;0
Balança comercial;Exportações;2004-05-21;2008;99,5;100,0;7,04;87,69;113,1;;0
Balança comercial;Exportações;2004-05-24;2004;82,84;83,0;2,54;76,8;88,8;;0
Balança comercial;Exportações;2004-05-24;2005;86,69;86,4;3,7;78,1;94,0;;0
Balança comercial;Exportações;2004-05-24;2006;91,93;91,9;4,99;82,59;100,0;;0
Balança comercial;Exportações;2004-05-24;2007;96,06;96,25;6,33;85,0;106,45;;0
Balança comercial;Exportações;2004-05-24;2008;98,94;100,0;7,2;87,69;113,1;;0
Balança comercial;Exportações;2004-05-25;2004;82,88;83,0;2,41;76,8;87,6;;0
Balança comercial;Exportações;2004-05-25;2005;86,65;86,4;3,59;78,1;94,0;;0
Balança comercial;Exportações;2004-05-25;2006;91,98;91,9;4,98;82,59;100,0;;0
Balança comercial;Exportações;2004-05-25;2007;96,12;96,7;6,35;85,0;106,45;;0
Balança comercial;Exportações;2004-05-25;2008;99,02;100,0;7,27;87,69;113,1;;0
Balança comercial;Exportações;2004-05-26;2004;82,81;83,0;2,42;76,8;88,0;;0
Balança comercial;Exportações;2004-05-26;2005;86,41;86,2;3,9;76,0;94,0;;0
Balança comercial;Exportações;2004-05-26;2006;91,37;91,85;5,8;76,0;100,0;;0
Balança comercial;Exportações;2004-05-26;2007;96,12;96,7;6,35;85,0;106,45;;0
Balança comercial;Exportações;2004-05-26;2008;99,02;100,0;7,27;87,69;113,1;;0
Balança comercial;Exportações;2004-05-27;2004;82,85;83,0;2,37;77,7;88,0;;0
Balança comercial;Exportações;2004-05-27;2005;86,4;86,2;3,9;76,0;94,0;;0
Balança comercial;Exportações;2004-05-27;2006;91,31;91,8;5,8;76,0;100,0;;0
Balança comercial;Exportações;2004-05-27;2007;96,05;96,7;6,32;85,0;106,45;;0
Balança comercial;Exportações;2004-05-27;2008;98,93;100,0;7,18;87,69;113,1;;0
Balança comercial;Exportações;2004-05-28;2004;82,86;83,0;2,36;77,7;88,0;;0
Balança comercial;Exportações;2004-05-28;2005;86,4;86,2;3,9;76,0;94,0;;0
Balança comercial;Exportações;2004-05-28;2006;91,31;91,8;5,8;76,0;100,0;;0
Balança comercial;Exportações;2004-05-28;2007;96,05;96,7;6,32;85,0;106,45;;0
Balança comercial;Exportações;2004-05-28;2008;98,93;100,0;7,18;87,69;113,1;;0
Balança comercial;Exportações;2004-05-31;2004;82,89;83,0;2,31;77,9;88,0;;0
Balança comercial;Exportações;2004-05-31;2005;86,54;86,0;3,74;76,0;94,0;;0
Balança comercial;Exportações;2004-05-31;2006;91,33;91,85;5,58;76,0;100,0;;0
Balança comercial;Exportações;2004-05-31;2007;96,24;98,3;6,04;85,0;106,45;;0
Balança comercial;Exportações;2004-05-31;2008;98,89;100,0;7,14;87,69;113,1;;0
Balança comercial;Exportações;2004-06-01;2004;82,89;83,0;2,31;77,9;88,0;;0
Balança comercial;Exportações;2004-06-01;2005;86,54;86,0;3,74;76,0;94,0;;0
Balança comercial;Exportações;2004-06-01;2006;91,33;91,85;5,58;76,0;100,0;;0
Balança comercial;Exportações;2004-06-01;2007;96,24;98,3;6,04;85,0;106,45;;0
Balança comercial;Exportações;2004-06-01;2008;98,89;100,0;7,14;87,69;113,1;;0
Balança comercial;Exportações;2004-06-02;2004;82,93;83,0;2,32;77,9;88,1;;0
Balança comercial;Exportações;2004-06-02;2005;86,74;86,4;3,79;76,0;94,0;;0
Balança comercial;Exportações;2004-06-02;2006;91,68;91,9;5,59;76,0;100,0;;0
Balança comercial;Exportações;2004-06-02;2007;96,38;98,3;6,18;85,0;106,45;;0
Balança comercial;Exportações;2004-06-02;2008;99,41;100,0;7,75;87,69;113,1;;0
Balança comercial;Exportações;2004-06-03;2004;82,98;83,0;2,37;77,9;88,1;;0
Balança comercial;Exportações;2004-06-03;2005;86,8;86,4;3,9;76,0;94,5;;0
Balança comercial;Exportações;2004-06-03;2006;91,67;91,9;5,59;76,0;100,0;;0
Balança comercial;Exportações;2004-06-03;2007;96,78;98,3;5,82;85,24;106,45;;0
Balança comercial;Exportações;2004-06-03;2008;99,82;100,0;7,53;87,69;113,1;;0
Balança comercial;Exportações;2004-06-04;2004;83,03;83,0;2,31;77,9;88,1;;0
Balança comercial;Exportações;2004-06-04;2005;86,66;86,2;3,88;76,0;94,5;;0
Balança comercial;Exportações;2004-06-04;2006;91,61;91,9;5,52;76,0;100,0;;0
Balança comercial;Exportações;2004-06-04;2007;96,74;98,3;5,67;85,24;105,9;;0
Balança comercial;Exportações;2004-06-04;2008;100,6;100,0;7,93;87,69;113,1;;0
Balança comercial;Exportações;2004-06-07;2004;83,07;83,0;2,41;77,9;88,67;;0
Balança comercial;Exportações;2004-06-07;2005;86,71;86,7;3,93;76,0;95,2;;0
Balança comercial;Exportações;2004-06-07;2006;91,85;91,9;5,57;76,0;100,0;;0
Balança comercial;Exportações;2004-06-07;2007;96,97;98,4;5,65;85,24;105,9;;0
Balança comercial;Exportações;2004-06-07;2008;100,88;100,0;7,8;87,69;113,1;;0
Balança comercial;Exportações;2004-06-08;2004;83,2;83,0;2,44;77,9;88,67;;0
Balança comercial;Exportações;2004-06-08;2005;86,76;86,7;3,91;76,0;95,2;;0
Balança comercial;Exportações;2004-06-08;2006;91,92;91,9;5,58;76,0;100,0;;0
Balança comercial;Exportações;2004-06-08;2007;97,07;98,4;5,7;85,24;105,9;;0
Balança comercial;Exportações;2004-06-08;2008;101,01;100,0;7,9;87,69;113,1;;0
Balança comercial;Exportações;2004-06-09;2004;83,32;83,0;2,57;77,9;89,0;;0
Balança comercial;Exportações;2004-06-09;2005;86,79;87,0;3,87;76,0;95,2;;0
Balança comercial;Exportações;2004-06-09;2006;91,56;91,9;5,83;76,0;100,0;;0
Balança comercial;Exportações;2004-06-09;2007;96,4;98,4;6,47;81,0;105,9;;0
Balança comercial;Exportações;2004-06-09;2008;100,06;100,0;8,78;82,0;113,1;;0
Balança comercial;Exportações;2004-06-11;2004;83,43;83,0;2,65;77,9;89,0;;0
Balança comercial;Exportações;2004-06-11;2005;86,99;87,0;4,01;76,0;96,0;;0
Balança comercial;Exportações;2004-06-11;2006;91,51;91,9;5,74;76,0;100,0;;0
Balança comercial;Exportações;2004-06-11;2007;96,4;98,4;6,47;81,0;105,9;;0
Balança comercial;Exportações;2004-06-11;2008;100,06;100,0;8,78;82,0;113,1;;0
Balança comercial;Exportações;2004-06-14;2004;83,62;83,0;2,58;78,5;89,0;;0
Balança comercial;Exportações;2004-06-14;2005;87,17;87,0;4,25;76,0;97,0;;0
Balança comercial;Exportações;2004-06-14;2006;92,08;91,9;6,18;76,0;105,0;;0
Balança comercial;Exportações;2004-06-14;2007;96,58;98,4;6,55;81,0;105,9;;0
Balança comercial;Exportações;2004-06-14;2008;100,18;100,0;9,01;82,0;113,1;;0
Balança comercial;Exportações;2004-06-15;2004;83,64;83,2;2,56;78,5;89,0;;0
Balança comercial;Exportações;2004-06-15;2005;87,15;87,0;4,22;76,0;97,0;;0
Balança comercial;Exportações;2004-06-15;2006;92,08;91,9;6,18;76,0;105,0;;0
Balança comercial;Exportações;2004-06-15;2007;96,59;98,4;6,57;81,0;106,2;;0
Balança comercial;Exportações;2004-06-15;2008;100,19;100,0;9,03;82,0;113,4;;0
Balança comercial;Exportações;2004-06-16;2004;83,64;83,2;2,56;78,5;89,0;;0
Balança comercial;Exportações;2004-06-16;2005;87,15;87,0;4,22;76,0;97,0;;0
Balança comercial;Exportações;2004-06-16;2006;92,08;91,9;6,18;76,0;105,0;;0
Balança comercial;Exportações;2004-06-16;2007;96,59;98,4;6,57;81,0;106,2;;0
Balança comercial;Exportações;2004-06-16;2008;100,19;100,0;9,03;82,0;113,4;;0
Balança comercial;Exportações;2004-06-17;2004;83,86;83,5;2,47;78,5;89,0;;0
Balança comercial;Exportações;2004-06-17;2005;87,27;87,0;4,15;76,0;97,0;;0
Balança comercial;Exportações;2004-06-17;2006;92,28;91,9;6,01;76,0;105,0;;0
Balança comercial;Exportações;2004-06-17;2007;96,81;98,4;6,32;81,0;106,2;;0
Balança comercial;Exportações;2004-06-17;2008;100,4;100,0;8,83;82,0;113,4;;0
Balança comercial;Exportações;2004-06-18;2004;83,87;83,5;2,47;78,5;89,0;;0
Balança comercial;Exportações;2004-06-18;2005;87,27;87,0;4,15;76,0;97,0;;0
Balança comercial;Exportações;2004-06-18;2006;92,28;91,9;6,01;76,0;105,0;;0
Balança comercial;Exportações;2004-06-18;2007;96,81;98,4;6,32;81,0;106,2;;0
Balança comercial;Exportações;2004-06-18;2008;100,4;100,0;8,83;82,0;113,4;;0
Balança comercial;Exportações;2004-06-21;2004;84,17;84,0;2,58;78,5;91,0;;0
Balança comercial;Exportações;2004-06-21;2005;87,41;87,0;4,58;76,0;101,41;;0
Balança comercial;Exportações;2004-06-21;2006;92,84;92,45;7,31;76,0;115,0;;0
Balança comercial;Exportações;2004-06-21;2007;97,24;98,4;7,45;81,0;115,0;;0
Balança comercial;Exportações;2004-06-21;2008;100,88;100,0;9,37;82,0;115,0;;0
Balança comercial;Exportações;2004-06-22;2004;84,19;83,91;2,53;78,5;91,0;;0
Balança comercial;Exportações;2004-06-22;2005;87,43;87,6;4,49;76,0;101,41;;0
Balança comercial;Exportações;2004-06-22;2006;92,84;92,45;7,31;76,0;115,0;;0
Balança comercial;Exportações;2004-06-22;2007;97,24;98,4;7,45;81,0;115,0;;0
Balança comercial;Exportações;2004-06-22;2008;100,88;100,0;9,37;82,0;115,0;;0
Balança comercial;Exportações;2004-06-23;2004;84,49;84,0;2,59;79,03;91,0;;0
Balança comercial;Exportações;2004-06-23;2005;87,83;87,9;4,49;76,0;101,41;;0
Balança comercial;Exportações;2004-06-23;2006;93,39;93,45;7,41;76,0;115,0;;0
Balança comercial;Exportações;2004-06-23;2007;98,17;98,45;7,81;81,0;115,0;;0
Balança comercial;Exportações;2004-06-23;2008;102,24;101,0;10,16;82,0;116,59;;0
Balança comercial;Exportações;2004-06-24;2004;84,56;84,0;2,6;79,03;91,0;;0
Balança comercial;Exportações;2004-06-24;2005;87,9;87,9;4,54;76,0;101,41;;0
Balança comercial;Exportações;2004-06-24;2006;93,46;93,45;7,44;76,0;115,0;;0
Balança comercial;Exportações;2004-06-24;2007;98,17;98,4;7,81;81,0;115,0;;0
Balança comercial;Exportações;2004-06-24;2008;102,24;101,0;10,16;82,0;116,59;;0
Balança comercial;Exportações;2004-06-25;2004;84,64;84,68;2,6;79,03;91,0;;0
Balança comercial;Exportações;2004-06-25;2005;88,21;88,0;4,6;76,0;101,41;;0
Balança comercial;Exportações;2004-06-25;2006;93,46;93,45;7,44;76,0;115,0;;0
Balança comercial;Exportações;2004-06-25;2007;98,17;98,4;7,81;81,0;115,0;;0
Balança comercial;Exportações;2004-06-25;2008;102,24;101,0;10,16;82,0;116,59;;0
Balança comercial;Exportações;2004-06-28;2004;84,69;84,9;2,62;79,03;91,0;;0
Balança comercial;Exportações;2004-06-28;2005;88,21;88,0;4,6;76,0;101,41;;0
Balança comercial;Exportações;2004-06-28;2006;93,46;93,45;7,44;76,0;115,0;;0
Balança comercial;Exportações;2004-06-28;2007;98,17;98,4;7,81;81,0;115,0;;0
Balança comercial;Exportações;2004-06-28;2008;102,24;101,0;10,16;82,0;116,59;;0
Balança comercial;Exportações;2004-06-29;2004;84,69;85,0;2,59;79,03;91,0;;0
Balança comercial;Exportações;2004-06-29;2005;88,14;87,95;4,52;76,0;101,41;;0
Balança comercial;Exportações;2004-06-29;2006;93,43;93,4;7,32;76,0;115,0;;0
Balança comercial;Exportações;2004-06-29;2007;98,13;98,4;7,63;81,0;115,0;;0
Balança comercial;Exportações;2004-06-29;2008;102,18;101,1;9,89;82,0;116,59;;0
Balança comercial;Exportações;2004-06-30;2004;84,81;85,0;2,58;79,03;91,0;;0
Balança comercial;Exportações;2004-06-30;2005;88,01;87,95;4,37;76,0;101,41;;0
Balança comercial;Exportações;2004-06-30;2006;93,49;93,5;7,33;76,0;115,0;;0
Balança comercial;Exportações;2004-06-30;2007;98,21;98,4;7,67;81,0;115,0;;0
Balança comercial;Exportações;2004-06-30;2008;102,29;101,1;9,96;82,0;116,59;;0
Balança comercial;Exportações;2004-07-01;2004;84,99;85,0;2,64;79,03;91,0;;0
Balança comercial;Exportações;2004-07-01;2005;88,08;87,95;4,44;76,0;101,41;;0
Balança comercial;Exportações;2004-07-01;2006;93,77;94,41;7,44;76,0;115,0;;0
Balança comercial;Exportações;2004-07-01;2007;98,57;99,2;7,74;81,0;115,0;;0
Balança comercial;Exportações;2004-07-01;2008;102,59;101,1;9,79;82,0;116,59;;0
Balança comercial;Exportações;2004-07-02;2004;85,45;85,7;2,46;80,6;91,0;;0
Balança comercial;Exportações;2004-07-02;2005;88,8;88,0;4,8;76,0;101,41;;0
Balança comercial;Exportações;2004-07-02;2006;94,72;95,2;7,74;76,0;115,0;;0
Balança comercial;Exportações;2004-07-02;2007;98,97;100,0;7,53;81,0;115,0;;0
Balança comercial;Exportações;2004-07-02;2008;102,75;102,0;9,55;82,0;116,59;;0
Balança comercial;Exportações;2004-07-05;2004;85,74;86,0;2,61;80,6;91,09;;0
Balança comercial;Exportações;2004-07-05;2005;89,07;88,55;4,66;76,0;101,41;;0
Balança comercial;Exportações;2004-07-05;2006;94,72;95,2;7,74;76,0;115,0;;0
Balança comercial;Exportações;2004-07-05;2007;99,42;100,0;7,69;81,0;115,0;;0
Balança comercial;Exportações;2004-07-05;2008;103,35;103,45;9,74;82,0;116,59;;0
Balança comercial;Exportações;2004-07-06;2004;86,02;86,0;2,62;80,6;91,09;;0
Balança comercial;Exportações;2004-07-06;2005;89,4;88,55;4,89;76,0;101,41;;0
Balança comercial;Exportações;2004-07-06;2006;94,82;95,2;7,83;76,0;115,0;;0
Balança comercial;Exportações;2004-07-06;2007;99,55;100,0;7,87;81,0;115,0;;0
Balança comercial;Exportações;2004-07-06;2008;103,52;103,45;10,0;82,0;120,19;;0
Balança comercial;Exportações;2004-07-07;2004;86,34;86,0;2,64;80,6;94,0;;0
Balança comercial;Exportações;2004-07-07;2005;89,69;89,3;4,75;76,0;101,41;;0
Balança comercial;Exportações;2004-07-07;2006;95,28;96,0;7,55;76,0;115,0;;0
Balança comercial;Exportações;2004-07-07;2007;99,63;100,0;7,75;81,0;115,0;;0
Balança comercial;Exportações;2004-07-07;2008;103,52;103,45;10,0;82,0;120,19;;0
Balança comercial;Exportações;2004-07-08;2004;86,34;86,0;2,64;80,6;94,0;;0
Balança comercial;Exportações;2004-07-08;2005;89,69;89,3;4,75;76,0;101,41;;0
Balança comercial;Exportações;2004-07-08;2006;95,28;96,0;7,55;76,0;115,0;;0
Balança comercial;Exportações;2004-07-08;2007;99,63;100,0;7,75;81,0;115,0;;0
Balança comercial;Exportações;2004-07-08;2008;103,52;103,45;10,0;82,0;120,19;;0
Balança comercial;Exportações;2004-07-09;2004;86,47;86,0;2,59;80,6;94,0;;0
Balança comercial;Exportações;2004-07-09;2005;89,92;89,5;4,6;80,0;101,41;;0
Balança comercial;Exportações;2004-07-09;2006;95,31;96,0;7,54;76,0;115,0;;0
Balança comercial;Exportações;2004-07-09;2007;99,67;100,0;7,74;81,0;115,0;;0
Balança comercial;Exportações;2004-07-09;2008;103,56;103,95;9,99;82,0;120,19;;0
Balança comercial;Exportações;2004-07-12;2004;86,5;86,0;2,52;80,6;94,0;;0
Balança comercial;Exportações;2004-07-12;2005;90,09;89,61;4,61;80,0;101,41;;0
Balança comercial;Exportações;2004-07-12;2006;96,2;96,89;7,22;76,0;115,0;;0
Balança comercial;Exportações;2004-07-12;2007;101,05;100,0;7,12;85,24;115,0;;0
Balança comercial;Exportações;2004-07-12;2008;105,7;104,95;9,76;87,69;120,19;;0
Balança comercial;Exportações;2004-07-13;2004;86,59;86,0;2,64;80,6;94,0;;0
Balança comercial;Exportações;2004-07-13;2005;90,18;90,0;4,54;80,0;101,41;;0
Balança comercial;Exportações;2004-07-13;2006;95,92;97,0;7,68;76,0;115,0;;0
Balança comercial;Exportações;2004-07-13;2007;100,55;100,0;8,2;81,0;115,0;;0
Balança comercial;Exportações;2004-07-13;2008;105,01;104,9;11,02;82,0;120,19;;0
Balança comercial;Exportações;2004-07-14;2004;86,88;86,1;2,73;80,6;94,1;;0
Balança comercial;Exportações;2004-07-14;2005;90,6;90,0;4,67;80,0;101,41;;0
Balança comercial;Exportações;2004-07-14;2006;96,24;97,0;7,91;76,0;115,0;;0
Balança comercial;Exportações;2004-07-14;2007;100,87;100,0;8,52;81,0;115,0;;0
Balança comercial;Exportações;2004-07-14;2008;105,25;104,9;11,27;82,0;120,19;;0
Balança comercial;Exportações;2004-07-15;2004;87,15;86,76;2,77;81,3;94,1;;0
Balança comercial;Exportações;2004-07-15;2005;90,81;90,15;4,69;80,0;101,8;;0
Balança comercial;Exportações;2004-07-15;2006;96,24;97,0;7,91;76,0;115,0;;0
Balança comercial;Exportações;2004-07-15;2007;100,87;100,0;8,52;81,0;115,0;;0
Balança comercial;Exportações;2004-07-15;2008;105,25;104,9;11,27;82,0;120,19;;0
Balança comercial;Exportações;2004-07-16;2004;87,32;87,0;2,79;81,3;94,1;;0
Balança comercial;Exportações;2004-07-16;2005;91,14;90,6;4,93;80,0;103,0;;0
Balança comercial;Exportações;2004-07-16;2006;97,26;97,25;8,06;76,0;115,0;;0
Balança comercial;Exportações;2004-07-16;2007;101,46;100,0;7,93;81,0;115,0;;0
Balança comercial;Exportações;2004-07-16;2008;106,01;104,9;10,68;82,0;120,19;;0
