;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;data
0;20213;Bandeira própria;Crédito;Básico Nacional;1938972;535612;2741493;521339586,1;0;0,0;2021-07-01
1;20232;VISA;Crédito;Empresarial;3050384;1716709;43984902;12846611557,78;470796;397043258,04;2023-04-01
2;20213;VISA;Débito;Intermediário;3745393;2347388;59581444;4814915281,42;490;101638,63;2021-07-01
3;20211;MasterCard;Débito;Básico Internacional;83088117;21554284;567370086;39064611985,99;27511;9502222,14;2021-01-01
4;20211;MasterCard;Crédito;Premium;2197074;1785104;107175156;21107092218,04;1234605;631224037,1;2021-01-01
5;20223;MasterCard;Pré-Pago;Empresarial;1326421;452900;19051729;1150498383,35;0;0,0;2022-07-01
6;20204;Elo;Pré-Pago;Básico Nacional;3844456;161214;504004;39249776,87;38;8225,98;2020-10-01
7;20213;MasterCard;Débito;Platinum;864416;385714;9028660;816062254,61;1730;761974,94;2021-07-01
8;20241;Elo;Crédito;Platinum;184620;96660;3464355;530583083,98;5366;1261233,71;2024-01-01
9;20233;Elo;Débito;Empresarial;989166;394867;9191895;1227528692,45;0;0,0;2023-07-01
10;20222;VISA;Débito;Empresarial;1326144;522000;18869912;2571506735,94;2248;714970,72;2022-04-01
11;20203;MasterCard;Crédito;Platinum;7165375;5803369;195692548;28246331482,57;1477824;370989172,96;2020-07-01
12;20202;MasterCard;Crédito;Empresarial;2012146;1461916;15100296;3788427501,75;264777;172009818,53;2020-04-01
13;20241;Elo;Pré-Pago;Premium;6726;0;978;81617,26;0;0,0;2024-01-01
14;20214;Bandeira própria;Pré-Pago;Outros;591217;246442;502900338;895538643,09;0;0,0;2021-10-01
15;20212;MasterCard;Crédito;Outros;17649299;5982166;72472050;7428326531,97;103424;14094559,49;2021-04-01
16;20231;American Express;Crédito;Empresarial;26598;18382;529885;356075147,53;25707;44451624,54;2023-01-01
17;20212;VISA;Crédito;Outros;9880318;1904023;26253418;2698280828,34;88254;25284549,03;2021-04-01
18;20221;Hipercard;Crédito;Empresarial;1603;980;8726;4162216,06;1;0,01;2022-01-01
19;20224;Hipercard;Crédito;Intermediário;411;20;86;9411,08;1;0,01;2022-10-01
20;20223;MasterCard;Débito;Platinum;1120864;616523;17359392;1315065580,88;6327;2708842,08;2022-07-01
21;20202;Bandeira própria;Crédito;Outros;7230012;5121579;8354152;1013372201,92;0;0,0;2020-04-01
22;20213;Elo;Débito;Outros;6088;1741;40934;106363,86;0;0,0;2021-07-01
23;20223;MasterCard;Crédito;Corporativo;166240;103685;4327659;2231853629,57;242147;253636834,65;2022-07-01
24;20224;MasterCard;Pré-Pago;Empresarial;2282694;881260;27461077;1906353988,44;7800;1274130,45;2022-10-01
25;20201;VISA;Pré-Pago;Empresarial;1418;1082;18586;1585466,24;0;0,0;2020-01-01
26;20211;American Express;Crédito;Intermediário;574163;348180;7818627;1349996974,89;54516;20703988,43;2021-01-01
27;20234;MasterCard;Débito;Empresarial;1840152;431006;15493534;1033834993,12;26;22958,43;2023-10-01
28;20241;Outras;Crédito;Básico Internacional;85387;72412;29448;14139619,5;0;0,0;2024-01-01
29;20231;American Express;Crédito;Corporativo;68432;49995;1165487;1023587778,22;83905;134122134,34;2023-01-01
30;20202;Elo;Débito;Empresarial;711850;301075;4930991;643004234,76;0;0,0;2020-04-01
31;20232;VISA;Crédito;Intermediário;30269172;18566843;417828581;48914061616,01;1274354;285108014,16;2023-04-01
32;20211;MasterCard;Crédito;Platinum;10973927;9053834;289236263;35818913397,89;1736575;417692086,75;2021-01-01
33;20221;American Express;Crédito;Empresarial;21948;16437;475453;302644218,74;21197;32437478,7;2022-01-01
34;20233;American Express;Crédito;Empresarial;27741;19039;609656;399183346,4;28837;42690132,56;2023-07-01
35;20233;MasterCard;Pré-Pago;Intermediário;52918514;29521748;1202025035;42201512941,43;1;0,01;2023-07-01
36;20211;Elo;Crédito;Outros;239296;138035;4529615;872527158,57;6519;4264011,01;2021-01-01
37;20223;MasterCard;Débito;Outros;866058;278476;4037584;189724234,02;1100;451510,08;2022-07-01
38;20203;Outras;Débito;Outros;3483227;1879278;37663683;3514335509,79;0;0,0;2020-07-01
39;20212;VISA;Débito;Básico Internacional;116541954;39742042;708800336;51140675764,99;28234;6488514,37;2021-04-01
40;20222;Elo;Débito;Básico Internacional;69431;59153;578857;33395692,16;0;0,0;2022-04-01
41;20202;Elo;Débito;Corporativo;1889;1;1;170,5;0;0,0;2020-04-01
42;20242;VISA;Débito;Básico Internacional;175782016;42777078;1111139868;68545731710,02;28331;5434246,28;2024-04-01
43;20201;American Express;Crédito;Platinum;466359;349194;11899109;2847010171,46;622335;481222525,58;2020-01-01
44;20223;MasterCard;Débito;Intermediário;77811802;50283648;902667566;48599332350,55;42695;8859409,73;2022-07-01
45;20203;MasterCard;Crédito;Básico Internacional;20760226;9960896;136653105;13406797809,86;510394;99819832,99;2020-07-01
46;20224;MasterCard;Crédito;Empresarial;5278900;2576262;38238177;11525331705,83;540610;364269515,25;2022-10-01
47;20232;MasterCard;Débito;Básico Nacional;9474150;3352841;76682580;5459519111,92;44;13061,04;2023-04-01
48;20233;Elo;Pré-Pago;Básico Internacional;43568008;5724418;24653259;1336943463,28;3240;657549,79;2023-07-01
49;20211;Elo;Crédito;Corporativo;24106;13163;45707;104809129,06;63;42203,9;2021-01-01
50;20234;VISA;Crédito;Platinum;9842020;7221154;318504198;48871458242,56;2417099;817568796,81;2023-10-01
51;20213;MasterCard;Crédito;Intermediário;81083744;53017861;984423832;96736955755,98;3629464;478066054,7;2021-07-01
52;20202;MasterCard;Pré-Pago;Outros;13352572;2616902;23550200;1837590022,71;234457;37879758,1;2020-04-01
53;20211;VISA;Crédito;Premium;1838391;1332423;76000253;14701937707,33;575014;347667693,28;2021-01-01
54;20232;MasterCard;Débito;Empresarial;1734814;428364;14619835;974851189,78;37;28001,68;2023-04-01
55;20204;VISA;Débito;Básico Nacional;9258690;5167831;137748868;10042908771,3;890;171029,49;2020-10-01
56;20242;MasterCard;Débito;Premium;650813;346575;8499101;598715502,65;1124;605372,6;2024-04-01
57;20231;MasterCard;Pré-Pago;Básico Internacional;220351;137812;756318;50663149,54;1243;134791,17;2023-01-01
58;20223;MasterCard;Crédito;Intermediário;104214886;66217870;1249278675;120347163284,55;5165492;737499221,32;2022-07-01
59;20224;American Express;Crédito;Intermediário;448882;346292;9626019;1672960862,54;80842;41797989,77;2022-10-01
60;20232;VISA;Crédito;Platinum;9867175;7132484;305986202;45717181800,7;2521436;929165394,54;2023-04-01
61;20224;MasterCard;Débito;Premium;511773;326873;6825197;539401869,57;1193;634105,12;2022-10-01
62;20232;MasterCard;Crédito;Empresarial;6101597;2807026;43918732;13108730312,18;687600;441373827,44;2023-04-01
63;20212;MasterCard;Crédito;Platinum;11883963;9844024;321724134;40363989654,85;1927239;449119812,45;2021-04-01
64;20233;VISA;Crédito;Platinum;9860000;7198200;309601681;46407016360,96;2677344;917111183,82;2023-07-01
65;20233;Hipercard;Crédito;Platinum;1127183;1054576;19926077;3470890213,34;1;0,01;2023-07-01
66;20221;VISA;Débito;Platinum;1811479;1070345;38507949;3587414332,41;528;110605,25;2022-01-01
67;20224;MasterCard;Crédito;Premium;4211446;3491300;239911239;49301853908,72;4858925;2703401003,77;2022-10-01
68;20222;VISA;Débito;Outros;937;132;10398;609159,38;0;0,0;2022-04-01
69;20222;MasterCard;Crédito;Outros;19881345;6499210;78765041;8805551002,64;90485;14787190,35;2022-04-01
70;20232;Bandeira própria;Crédito;Outros;13219439;3129080;9045979;1406358605,8;0;0,0;2023-04-01
71;20214;MasterCard;Débito;Corporativo;3449;2273;90696;8357473,59;2;18,1;2021-10-01
72;20214;MasterCard;Crédito;Empresarial;4395443;2400889;36611562;9321778754,22;420432;283326868,6;2021-10-01
73;20222;MasterCard;Crédito;Corporativo;157499;96588;4043576;2035550486,48;218509;231596401,94;2022-04-01
74;20241;American Express;Crédito;Premium;550480;436443;16791567;4539876688,05;443756;457435290,46;2024-01-01
75;20231;MasterCard;Débito;Premium;546780;351392;7023372;523196315,35;1347;616007,56;2023-01-01
76;20222;MasterCard;Crédito;Básico Internacional;69606309;23731876;265637394;25232099520,54;762415;164828553,47;2022-04-01
77;20212;MasterCard;Débito;Básico Internacional;46647110;19459945;538866194;37791612781,12;31528;9728825,08;2021-04-01
78;20211;VISA;Crédito;Empresarial;1614248;953555;23320893;6165363917,83;265302;236524695,05;2021-01-01
79;20232;MasterCard;Débito;Outros;558009;243085;4413215;209200588,05;1097;321687,43;2023-04-01
80;20212;American Express;Crédito;Empresarial;21623;16207;414275;217816681,25;15287;21428706,68;2021-04-01
81;20221;MasterCard;Pré-Pago;Empresarial;886509;330717;11932510;729179122,73;0;0,0;2022-01-01
82;20201;Elo;Débito;Básico Nacional;82265138;44263103;585366338;33610614691,22;0;0,0;2020-01-01
83;20203;Elo;Crédito;Intermediário;2986762;1655127;26125677;2762616367,02;15949;1998199,18;2020-07-01
84;20211;MasterCard;Crédito;Empresarial;2786419;1776917;23048797;5961030830,71;323763;210920820,29;2021-01-01
85;20202;Elo;Pré-Pago;Básico Internacional;4489992;2625958;14809558;657380422,07;0;0,0;2020-04-01
86;20203;Elo;Crédito;Outros;155720;95767;2732735;542096488,87;2887;2210585,65;2020-07-01
87;20213;Bandeira própria;Débito;Outros;1177660;504518;4951051;361757453,37;0;0,0;2021-07-01
88;20232;VISA;Débito;Básico Internacional;79081987;21886403;590318200;38906543177,25;23938;4956276,28;2023-04-01
89;20201;VISA;Débito;Básico Nacional;8995690;4317923;101426025;6416265835,13;1374;179708,52;2020-01-01
90;20212;MasterCard;Pré-Pago;Platinum;3119733;1875773;36989279;1884522014,71;0;0,0;2021-04-01
91;20232;Elo;Pré-Pago;Básico Nacional;4513867;6112;31033;1100843,27;15;334,44;2023-04-01
92;20221;American Express;Crédito;Intermediário;448255;334759;8696505;1525440079,88;65859;33653254,31;2022-01-01
93;20223;VISA;Crédito;Intermediário;31279964;21301976;432348150;50514296811,67;1351818;315422675,04;2022-07-01
94;20234;American Express;Crédito;Empresarial;27676;18805;599444;415304191,61;29814;43456958,04;2023-10-01
95;20223;MasterCard;Pré-Pago;Platinum;5466048;2976279;80420555;3856858553,24;0;0,0;2022-07-01
96;20214;MasterCard;Pré-Pago;Básico Internacional;1102;734;559;24249,36;0;0,0;2021-10-01
97;20202;VISA;Débito;Empresarial;1561727;588688;13090179;1643930376,55;750;210879,26;2020-04-01
98;20202;VISA;Débito;Outros;208;87;1846;92245,21;0;0,0;2020-04-01
99;20242;VISA;Pré-Pago;Básico Internacional;68105009;14374131;202959206;8569261312,47;1920004;280306352,19;2024-04-01
100;20212;Hipercard;Crédito;Intermediário;5872;2111;23978;2112291,57;1;0,01;2021-04-01
101;20213;Elo;Pré-Pago;Básico Internacional;5363945;3442802;25606086;1136461652,18;373;78017,62;2021-07-01
102;20212;VISA;Débito;Intermediário;3149096;2108683;48634435;4157209579,61;343;70604,02;2021-04-01
103;20212;Elo;Débito;Empresarial;903058;371062;7897364;1091779471,58;0;0,0;2021-04-01
104;20201;Hipercard;Crédito;Intermediário;3801973;3590838;52866044;7357021813,02;14;487,33;2020-01-01
105;20231;MasterCard;Débito;Básico Nacional;461638;338722;10388314;799900242,8;20;5169,92;2023-01-01
106;20203;Outras;Crédito;Intermediário;29713;18941;89968;16085763,47;202;32508,35;2020-07-01
107;20204;MasterCard;Débito;Empresarial;1012771;313941;8443895;677758349,72;60;47807,04;2020-10-01
108;20214;MasterCard;Pré-Pago;Empresarial;689169;274959;10048714;639256384,97;0;0,0;2021-10-01
109;20204;MasterCard;Débito;Básico Nacional;708846;419067;11533560;925802913,94;5;5855,61;2020-10-01
110;20242;VISA;Pré-Pago;Básico Nacional;16716665;3954387;58537127;3412386859,66;1106;172045,02;2024-04-01
111;20223;MasterCard;Pré-Pago;Outros;19545879;2746560;33798298;1931888910,9;157943;34497864,03;2022-07-01
112;20202;Outras;Débito;Outros;3509859;1862045;34184812;3116665317,26;0;0,0;2020-04-01
113;20201;American Express;Crédito;Corporativo;115623;101085;1774762;659388219,61;182543;178205064,36;2020-01-01
114;20204;Elo;Crédito;Intermediário;2498027;1121699;17571220;1919123134,34;4118;615878,16;2020-10-01
115;20214;Elo;Crédito;Premium;55627;48417;1855029;380397598,82;3488;2165094,26;2021-10-01
116;20203;VISA;Pré-Pago;Corporativo;668034;130895;2205680;188057717,3;536527;100501072,23;2020-07-01
117;20221;VISA;Débito;Básico Nacional;12308499;6658638;171524153;11533429361,03;1272;175816,0;2022-01-01
118;20203;VISA;Crédito;Premium;1326846;1009560;58096848;11081131648,14;489278;254924962,18;2020-07-01
119;20241;VISA;Pré-Pago;Básico Internacional;38737541;14646677;170359011;7533159116,17;1492931;260100187,67;2024-01-01
120;20222;Elo;Crédito;Outros;4331414;2047821;41280337;5727056511,64;58237;32386751,14;2022-04-01
121;20211;VISA;Crédito;Platinum;6469142;4697150;190662251;28178366243,38;1102958;355717197,21;2021-01-01
122;20203;Bandeira própria;Crédito;Básico Nacional;4235534;976354;2880793;253267552,71;0;0,0;2020-07-01
123;20211;Elo;Crédito;Empresarial;485868;245878;4905861;1171420945,35;8118;2400956,24;2021-01-01
124;20233;MasterCard;Crédito;Básico Internacional;96321835;29883768;323688703;32109537878,42;712230;109379911,32;2023-07-01
125;20233;Elo;Crédito;Outros;320018;252300;13752387;3009042146,44;37596;21020737,73;2023-07-01
126;20233;MasterCard;Débito;Outros;493113;236989;4609593;219460923,89;1126;2353510,02;2023-07-01
127;20204;VISA;Crédito;Platinum;6274884;4613184;202822209;30411512908,21;1191994;388247732,3;2020-10-01
128;20211;VISA;Pré-Pago;Corporativo;792538;114591;2696424;251703294,49;117899;28573484,48;2021-01-01
129;20222;MasterCard;Crédito;Básico Nacional;22619563;5141985;66117755;6502278082,28;12047;1293342,62;2022-04-01
130;20224;VISA;Pré-Pago;Outros;27502758;8186257;131600855;6237689825,17;122923;23863031,8;2022-10-01
131;20213;Elo;Crédito;Empresarial;505686;265229;5382890;1364172183,2;5897;2787617,79;2021-07-01
132;20204;Elo;Pré-Pago;Básico Internacional;4866538;3037149;26422008;1267435881,5;0;0,0;2020-10-01
133;20233;VISA;Crédito;Premium;6829526;4649646;264305905;50958194146,36;4678199;2428067943,67;2023-07-01
134;20201;Elo;Crédito;Básico Nacional;5357399;3076204;69458398;6000480695,23;79283;27189191,64;2020-01-01
135;20224;Bandeira própria;Crédito;Outros;19631241;4739011;16053391;2635558867,75;0;0,0;2022-10-01
136;20224;American Express;Crédito;Premium;218;201;12811;13916127,9;901;3655586,74;2022-10-01
137;20234;MasterCard;Crédito;Corporativo;4113708;1428870;25891685;4043531739,12;360411;340666409,21;2023-10-01
138;20202;American Express;Crédito;Empresarial;22514;17118;354436;152942559,26;1429;1381116,84;2020-04-01
139;20201;MasterCard;Crédito;Outros;15072763;5344454;58584903;5406324520,82;111052;14696556,69;2020-01-01
140;20202;VISA;Pré-Pago;Platinum;17407;220;0;0,0;3203;1204275,01;2020-04-01
141;20242;VISA;Pré-Pago;Outros;26522361;7666478;60105572;3088874806,38;104610;16140478,16;2024-04-01
142;20242;Outras;Crédito;Outros;1062531;246932;865814;73644259,28;0;0,0;2024-04-01
143;20211;VISA;Crédito;Outros;6198405;1663795;14984633;1804079585,47;48701;17893817,4;2021-01-01
144;20222;American Express;Crédito;Empresarial;22356;16630;541499;375699756,32;26112;36940853,85;2022-04-01
145;20211;MasterCard;Pré-Pago;Empresarial;207001;89690;2131752;139957666,27;0;0,0;2021-01-01
146;20204;MasterCard;Pré-Pago;Corporativo;9647;370;69664;5282119,91;385;385507,35;2020-10-01
147;20214;VISA;Débito;Empresarial;1498017;565451;22049316;2933822128,09;1841;550268,05;2021-10-01
148;20214;VISA;Crédito;Empresarial;1961570;1173314;32108225;9232789704,63;353779;323240183,35;2021-10-01
149;20201;MasterCard;Débito;Intermediário;44280030;29744254;542489906;31661249431,58;56527;12371359,15;2020-01-01
150;20222;VISA;Crédito;Platinum;10245362;7657155;291492553;45297982131,21;2408996;941073695,04;2022-04-01
151;20234;Elo;Crédito;Premium;232976;213394;7805451;1569975680,55;21127;10411781,61;2023-10-01
152;20242;MasterCard;Crédito;Intermediário;136396502;71611177;1359884386;130114699989,98;6366050;837423221,98;2024-04-01
153;20241;VISA;Pré-Pago;Intermediário;4833;84;501;19699,31;0;0,0;2024-01-01
154;20233;VISA;Débito;Básico Internacional;149774209;39204787;966211748;62164619277,38;27422;5488295,19;2023-07-01
155;20233;American Express;Crédito;Corporativo;65771;47465;1303530;1111759340,06;97189;131105351,53;2023-07-01
156;20203;MasterCard;Débito;Premium;294536;128261;1584327;187325368,83;136;47173,16;2020-07-01
157;20234;Bandeira própria;Pré-Pago;Outros;729993;729992;1079228276;2177479639,02;0;0,0;2023-10-01
158;20242;VISA;Crédito;Outros;2868434;898660;13665847;2186629599,01;178212;160879394,98;2024-04-01
159;20204;MasterCard;Pré-Pago;Premium;8;1;2;35,9;0;0,0;2020-10-01
160;20211;MasterCard;Débito;Outros;162530;22644;259819;14326757,36;18;4612,16;2021-01-01
161;20201;Outras;Crédito;Intermediário;28008;7221;88369;12520428,88;185;58999,59;2020-01-01
162;20222;Hipercard;Crédito;Empresarial;1576;965;6457;2975184,62;1;0,01;2022-04-01
163;20234;MasterCard;Crédito;Premium;6316326;4656019;369271968;73488763442,06;7024773;3659413290,21;2023-10-01
164;20202;American Express;Crédito;Premium;418694;259285;7428240;1764406457,41;32278;27559695,49;2020-04-01
165;20222;MasterCard;Débito;Empresarial;1716365;636709;13230065;956021090,07;89;88250,53;2022-04-01
166;20202;Elo;Crédito;Outros;141943;87385;2352545;429656079,11;2309;1316477,1;2020-04-01
167;20203;MasterCard;Pré-Pago;Básico Nacional;57671;23784;75232;52064041,57;0;0,0;2020-07-01
168;20214;MasterCard;Crédito;Premium;2845637;2332933;152873088;32736527026,97;2478042;1444520853,36;2021-10-01
169;20222;Bandeira própria;Débito;Básico Nacional;28189;1611;39617;5789783,22;0;0,0;2022-04-01
170;20214;VISA;Crédito;Premium;2757105;2117905;129400610;27267664678,68;1513822;993873291,57;2021-10-01
171;20231;MasterCard;Pré-Pago;Básico Nacional;2059821;237493;1585686;86386065,08;10090;1752667,35;2023-01-01
172;20234;MasterCard;Crédito;Outros;2671784;838254;27200202;1551860087,09;6285;1439032,87;2023-10-01
173;20222;VISA;Débito;Básico Internacional;134393740;48601038;1028529141;68644534586,2;20009;3741618,24;2022-04-01
174;20222;Outras;Crédito;Outros;213690;175723;60054;18109436,11;0;0,0;2022-04-01
175;20214;Hipercard;Crédito;Empresarial;1672;1037;8996;4142592,28;1;0,01;2021-10-01
176;20221;Elo;Crédito;Corporativo;23579;11656;57232;94948353,47;419;308242,21;2022-01-01
177;20221;MasterCard;Débito;Básico Internacional;44329494;18075054;585895683;37030497587,76;49157;13360498,17;2022-01-01
178;20241;Elo;Crédito;Premium;251548;181777;8472346;1722477227,12;26838;12507225,19;2024-01-01
179;20242;MasterCard;Crédito;Empresarial;7437608;3260580;59817564;17466782042,72;966523;598083961,76;2024-04-01
180;20232;VISA;Débito;Platinum;2050798;1218747;46998887;4065711157,9;922;188115,47;2023-04-01
181;20214;MasterCard;Pré-Pago;Básico Nacional;306053;199118;1059240;138683534,16;6874;708635,99;2021-10-01
182;20201;American Express;Crédito;Empresarial;18876;11748;543659;245646757,1;28460;32130993,38;2020-01-01
183;20202;MasterCard;Débito;Premium;292368;128388;1074573;129037432,69;251;660696,9;2020-04-01
184;20212;Elo;Crédito;Corporativo;24085;12874;51362;118819664,18;75;39598,94;2021-04-01
185;20212;Hipercard;Crédito;Platinum;2613837;2452330;39150115;6181184729,1;1;0,01;2021-04-01
186;20201;VISA;Pré-Pago;Corporativo;564877;156470;1975306;150422308,76;1241992;201407360,63;2020-01-01
187;20202;VISA;Pré-Pago;Outros;4495640;1430479;24299513;1285375250,0;55441;7364447,87;2020-04-01
188;20224;Hipercard;Crédito;Platinum;1521664;1425579;27088917;4753837635,1;1;0,01;2022-10-01
189;20242;VISA;Crédito;Platinum;9709576;7099756;309825818;46093016175,91;2409017;842666019,46;2024-04-01
190;20233;MasterCard;Crédito;Outros;2410343;650326;21120606;1179319959,05;3153;939946,89;2023-07-01
191;20231;Bandeira própria;Crédito;Intermediário;120007;34582;2515721;706837041,9;0;0,0;2023-01-01
192;20202;VISA;Débito;Platinum;1787415;1116858;21757092;2194905999,66;22;5058,49;2020-04-01
193;20212;Elo;Pré-Pago;Básico Internacional;4961793;3252835;23618438;1064713127,17;254;35395,08;2021-04-01
194;20201;VISA;Crédito;Platinum;5973427;4456632;208338756;26795970910,56;3294578;1017272841,51;2020-01-01
195;20221;Elo;Crédito;Empresarial;498299;271923;5747007;1542230049,57;8005;5537453,72;2022-01-01
196;20204;MasterCard;Crédito;Básico Nacional;23107001;6350298;65651856;6196597959,17;36380;2426449,32;2020-10-01
197;20212;Outras;Crédito;Outros;187406;126360;85987;22968564,9;0;0,0;2021-04-01
198;20223;MasterCard;Débito;Empresarial;1831816;664072;13832508;974592369,02;93;58206,03;2022-07-01
199;20242;Elo;Débito;Outros;168582;91781;429980;49231187,87;0;0,0;2024-04-01
200;20201;VISA;Débito;Premium;524164;281010;7300175;719876458,38;366;72611,7;2020-01-01
201;20233;Elo;Crédito;Platinum;170595;116852;3318766;507000497,68;4784;1096979,06;2023-07-01
202;20234;VISA;Pré-Pago;Básico Internacional;37052681;13412291;173114901;7919930410,03;1431313;252153702,97;2023-10-01
203;20211;MasterCard;Pré-Pago;Outros;18326806;5450488;29987631;1885832158,73;213287;32090576,13;2021-01-01
204;20204;VISA;Débito;Básico Internacional;92652619;28811141;625451171;47663591183,14;27072;5906699,63;2020-10-01
205;20242;VISA;Débito;Platinum;1948655;1132993;45730362;3877775064,31;884;176112,32;2024-04-01
206;20231;VISA;Débito;Platinum;1913872;1165126;43466310;3911370021,22;927;169475,92;2023-01-01
207;20214;American Express;Crédito;Básico Nacional;55548;41603;910289;127548634,54;3604;1159431,58;2021-10-01
208;20233;VISA;Pré-Pago;Básico Internacional;33885134;12555217;155939317;6681208149,53;1530264;258903066,15;2023-07-01
209;20212;Bandeira própria;Crédito;Básico Nacional;6425895;1506269;5541408;768492640,4;0;0,0;2021-04-01
210;20211;MasterCard;Crédito;Básico Nacional;23859443;6342333;62067867;5751198772,06;33770;2576747,94;2021-01-01
211;20214;VISA;Débito;Básico Nacional;12108576;6065784;179932430;12475537831,91;1562;209981,07;2021-10-01
212;20201;Elo;Pré-Pago;Básico Nacional;929765;108222;219089;14473083,97;114;6650,04;2020-01-01
213;20201;VISA;Pré-Pago;Básico Internacional;9340161;3496091;3958521;335762983,21;2202751;273644610,37;2020-01-01
214;20233;American Express;Crédito;Intermediário;346312;263935;8129971;1403697265,67;70120;36829136,78;2023-07-01
215;20201;MasterCard;Débito;Básico Internacional;81042649;23450885;590430144;36029210175,27;77884;21697970,36;2020-01-01
216;20212;MasterCard;Pré-Pago;Básico Internacional;952;693;52;12988,12;0;0,0;2021-04-01
217;20242;VISA;Débito;Outros;91891;91670;1000569;183667956,69;0;0,0;2024-04-01
218;20231;VISA;Pré-Pago;Básico Internacional;21678999;8173800;91046654;4630602357,34;1373778;250212856,83;2023-01-01
219;20214;VISA;Crédito;Outros;9929280;2739109;35601575;3797565560,42;93040;51100150,4;2021-10-01
220;20231;Elo;Crédito;Empresarial;521515;312278;6710143;1932384873,04;8855;7721703,19;2023-01-01
221;20221;VISA;Débito;Outros;881;493;9643;530583,13;0;0,0;2022-01-01
222;20203;VISA;Débito;Intermediário;2976940;2081749;43653392;3753722572,02;258;60890,24;2020-07-01
223;20202;Bandeira própria;Débito;Outros;1037567;394237;3759586;280297980,54;0;0,0;2020-04-01
224;20203;VISA;Pré-Pago;Básico Internacional;13155807;3544187;5158430;421914765,6;914775;129055362,75;2020-07-01
225;20233;Outras;Débito;Outros;3327250;1572425;39722647;3786709257,04;0;0,0;2023-07-01
226;20242;Bandeira própria;Pré-Pago;Outros;2979132;2956291;1141272574;2131642937,44;0;0,0;2024-04-01
227;20224;MasterCard;Crédito;Outros;21676336;6013148;89203209;10170582715,16;97485;16971159,33;2022-10-01
228;20223;MasterCard;Crédito;Básico Internacional;76968789;24718257;273612238;26221806357,16;794167;173372153,32;2022-07-01
229;20232;Elo;Crédito;Básico Nacional;3772736;2319355;70810335;8018590342,61;49735;19573024,65;2023-04-01
230;20203;VISA;Débito;Platinum;1791451;1104164;30120337;2996479833,91;81;17793,21;2020-07-01
231;20224;VISA;Pré-Pago;Básico Nacional;12101551;2927448;45843527;3306680156,24;1234;409942,47;2022-10-01
232;20201;VISA;Pré-Pago;Básico Nacional;1894152;286955;1243436;846767147,15;176;138366,23;2020-01-01
233;20233;Elo;Crédito;Empresarial;527330;352943;7777723;2723393122,17;14144;8682988,04;2023-07-01
234;20242;American Express;Crédito;Corporativo;58914;42201;1284689;1103460010,84;114427;163025972,97;2024-04-01
235;20242;VISA;Pré-Pago;Corporativo;1806222;172732;4719529;673402600,93;456644;118513904,88;2024-04-01
236;20232;Hipercard;Crédito;Empresarial;7;1;8;27571,45;1;0,01;2023-04-01
237;20223;VISA;Crédito;Empresarial;2460413;1612275;41109218;11487005347,47;423541;384388722,52;2022-07-01
238;20241;Bandeira própria;Crédito;Intermediário;141059;31522;2247112;592953727,11;0;0,0;2024-01-01
239;20223;Elo;Pré-Pago;Básico Nacional;4400044;14265;74856;2795278,11;0;0,0;2022-07-01
240;20242;Bandeira própria;Crédito;Básico Nacional;7417152;1606660;7351407;1127589664,6;0;0,0;2024-04-01
241;20241;MasterCard;Crédito;Empresarial;7061884;3156986;56154029;16033531277,27;894292;528067137,2;2024-01-01
242;20231;Outras;Débito;Outros;3406135;1743385;41928992;3925126074,23;0;0,0;2023-01-01
243;20234;VISA;Débito;Básico Nacional;14298337;7976957;234485613;15178132354,49;6418;625016,22;2023-10-01
244;20233;MasterCard;Crédito;Corporativo;3400898;967632;22324092;3777413941,23;326845;316187499,38;2023-07-01
245;20224;Elo;Pré-Pago;Básico Nacional;4401914;9956;56504;2120802,8;0;0,0;2022-10-01
246;20211;MasterCard;Pré-Pago;Básico Internacional;952;693;290;38762,66;0;0,0;2021-01-01
247;20222;VISA;Crédito;Básico Internacional;36373200;19215196;283637335;30528115945,42;797753;163898305,48;2022-04-01
248;20224;Bandeira própria;Pré-Pago;Outros;778566;708565;811232667;1982881417,54;0;0,0;2022-10-01
249;20203;VISA;Crédito;Empresarial;1519202;840677;19037139;5034994716,06;259317;243565603,67;2020-07-01
250;20234;Elo;Pré-Pago;Básico Nacional;4428826;3752;24277;1263795,77;12;1006,62;2023-10-01
251;20241;Outras;Débito;Empresarial;707;14;1359;244606,43;0;0,0;2024-01-01
252;20222;VISA;Crédito;Corporativo;539525;313696;5263018;2293266998,97;255585;254486966,35;2022-04-01
253;20212;Bandeira própria;Pré-Pago;Outros;682790;295578;722470996;1629095371,75;0;0,0;2021-04-01
254;20231;MasterCard;Pré-Pago;Platinum;6147142;3115249;87490891;4150543309,16;0;0,0;2023-01-01
255;20202;MasterCard;Pré-Pago;Básico Internacional;175041;6156;148005;13507500,98;26699;5101287,49;2020-04-01
256;20241;VISA;Crédito;Empresarial;2954424;1731511;45030631;13545709013,86;484285;408402195,51;2024-01-01
257;20214;Elo;Crédito;Básico Internacional;5874868;2975896;51143284;7798704552,57;36195;17142066,28;2021-10-01
258;20241;VISA;Débito;Platinum;1994709;1161853;45816590;3940395920,81;797;169164,43;2024-01-01
